region,year,crop,yield
Karnal_HR,2023,maize,3.8993902200000004
Karnal_HR,2000,wheat,3.0563500000000006
Karnal_HR,2001,wheat,2.97891033
Karnal_HR,2002,wheat,3.03831022
Karnal_HR,2003,wheat,2.87100011
Karnal_HR,2004,wheat,2.9845200000000003
Karnal_HR,2005,wheat,2.8617602200000003
Karnal_HR,2006,wheat,2.8806802200000003
Karnal_HR,2007,wheat,2.9786900000000003
Karnal_HR,2008,wheat,3.0824200000000004
Karnal_HR,2009,wheat,3.19781022
Karnal_HR,2010,wheat,3.12345022
Karnal_HR,2011,wheat,3.28746033
Karnal_HR,2012,wheat,3.49525022
Karnal_HR,2013,wheat,3.46918022
Karnal_HR,2014,wheat,3.46027022
Karnal_HR,2015,wheat,3.0245602200000006
Karnal_HR,2016,wheat,3.3372900000000003
Karnal_HR,2017,wheat,3.51989022
Karnal_HR,2018,wheat,3.70502
Karnal_HR,2019,wheat,3.88674
Karnal_HR,2020,wheat,3.7837803300000004
Karnal_HR,2021,wheat,3.8728800000000003
Karnal_HR,2022,wheat,3.8910300000000007
Karnal_HR,2023,wheat,3.87277022
Lancaster_NE,2000,maize,9.4514112
Lancaster_NE,2001,maize,9.5411613
Lancaster_NE,2002,maize,8.926716700000002
Lancaster_NE,2003,maize,9.8173163
Lancaster_NE,2004,maize,11.0669196
Lancaster_NE,2005,maize,10.2108369
Lancaster_NE,2006,maize,10.293685600000002
Lancaster_NE,2007,maize,10.404146500000001
Lancaster_NE,2008,maize,10.583647800000001
Lancaster_NE,2009,maize,11.3499782
Lancaster_NE,2010,maize,10.535320400000002
Lancaster_NE,2011,maize,10.134896200000002
Lancaster_NE,2012,maize,8.4986759
Lancaster_NE,2013,maize,10.915033800000002
Lancaster_NE,2014,maize,11.805634500000002
Lancaster_NE,2015,maize,11.626133200000002
Lancaster_NE,2016,maize,12.054175100000002
Lancaster_NE,2017,maize,12.192251500000001
Lancaster_NE,2018,maize,12.178443200000002
Lancaster_NE,2019,maize,11.563998600000001
Lancaster_NE,2020,maize,11.833250000000001
Lancaster_NE,2021,maize,12.1991551
Lancaster_NE,2022,maize,11.971326400000002
Lancaster_NE,2023,maize,12.240578900000001
Lancaster_NE,2000,wheat,3.10618
Lancaster_NE,2001,wheat,2.9719800000000003
Lancaster_NE,2002,wheat,2.5923702200000003
Lancaster_NE,2003,wheat,3.26832
Lancaster_NE,2004,wheat,3.1928603300000002
Lancaster_NE,2005,wheat,3.10541033
Lancaster_NE,2006,wheat,2.85846011
Lancaster_NE,2007,wheat,2.9750603300000003
Lancaster_NE,2008,wheat,3.3192502200000007
Lancaster_NE,2009,wheat,3.28867
Lancaster_NE,2010,wheat,3.42837022
Lancaster_NE,2011,wheat,3.23642022
Lancaster_NE,2012,wheat,3.4269400000000005
Lancaster_NE,2013,wheat,3.4840302200000006
Lancaster_NE,2014,wheat,3.23158022
Lancaster_NE,2015,wheat,3.22289
Lancaster_NE,2016,wheat,3.8948803300000003
Lancaster_NE,2017,wheat,3.4292500000000006
Lancaster_NE,2018,wheat,3.5205502200000005
Lancaster_NE,2019,wheat,3.8220603300000002
Lancaster_NE,2020,wheat,3.67587
Lancaster_NE,2021,wheat,3.27855022
Lancaster_NE,2022,wheat,3.4391501100000004
Lancaster_NE,2023,wheat,3.5963401100000003
Lubbock_TX,2000,maize,8.1625824
Lubbock_TX,2001,maize,8.24009385
Lubbock_TX,2002,maize,7.709437149999999
Lubbock_TX,2003,maize,8.478591349999999
Lubbock_TX,2004,maize,9.5577942
Lubbock_TX,2005,maize,8.81845005
Lubbock_TX,2006,maize,8.8900012
Lubbock_TX,2007,maize,8.98539925
Lubbock_TX,2008,maize,9.1404231
Lubbock_TX,2009,maize,9.802253899999998
Lubbock_TX,2010,maize,9.0986858
Lubbock_TX,2011,maize,8.7528649
Lubbock_TX,2012,maize,7.339765549999999
Lubbock_TX,2013,maize,9.4266201
Lubbock_TX,2014,maize,10.19577525
Lubbock_TX,2015,maize,10.0407514
Lubbock_TX,2016,maize,10.41042395
Lubbock_TX,2017,maize,10.529671749999999
Lubbock_TX,2018,maize,10.5177464
Lubbock_TX,2019,maize,9.9870897
Lubbock_TX,2020,maize,10.219625
Lubbock_TX,2021,maize,10.53563395
Lubbock_TX,2022,maize,10.3388728
Lubbock_TX,2023,maize,10.57140905
Lubbock_TX,2000,wheat,2.68261
Lubbock_TX,2001,wheat,2.56671
Lubbock_TX,2002,wheat,2.23886519
Lubbock_TX,2003,wheat,2.82264
Lubbock_TX,2004,wheat,2.7574702849999997
Lubbock_TX,2005,wheat,2.681945285
Lubbock_TX,2006,wheat,2.468670095
Lubbock_TX,2007,wheat,2.5693702849999998
Lubbock_TX,2008,wheat,2.86662519
Lubbock_TX,2009,wheat,2.8402149999999997
Lubbock_TX,2010,wheat,2.96086519
Lubbock_TX,2011,wheat,2.79509019
Lubbock_TX,2012,wheat,2.95963
Lubbock_TX,2013,wheat,3.00893519
Lubbock_TX,2014,wheat,2.79091019
Lubbock_TX,2015,wheat,2.7834049999999997
Lubbock_TX,2016,wheat,3.3637602849999997
Lubbock_TX,2017,wheat,2.961625
Lubbock_TX,2018,wheat,3.04047519
Lubbock_TX,2019,wheat,3.300870285
Lubbock_TX,2020,wheat,3.1746149999999997
Lubbock_TX,2021,wheat,2.83147519
Lubbock_TX,2022,wheat,2.9701750949999997
Lubbock_TX,2023,wheat,3.1059300949999997
Raichur_KA,2000,maize,1.63944009
Raichur_KA,2001,maize,1.7996400000000001
Raichur_KA,2002,maize,1.51263009
Raichur_KA,2003,maize,1.83645018
Raichur_KA,2004,maize,1.71657009
Raichur_KA,2005,maize,1.74465
Raichur_KA,2006,maize,1.72125009
Raichur_KA,2007,maize,2.10168
Raichur_KA,2008,maize,2.1726
Raichur_KA,2009,maize,1.82142009
Raichur_KA,2010,maize,2.2860902700000003
Raichur_KA,2011,maize,2.23056
Raichur_KA,2012,maize,2.30013
Raichur_KA,2013,maize,2.31534009
Raichur_KA,2014,maize,2.31534009
Raichur_KA,2015,maize,2.34963009
Raichur_KA,2016,maize,2.33748018
Raichur_KA,2017,maize,2.41974027
Raichur_KA,2018,maize,2.75877018
Raichur_KA,2019,maize,2.76318018
Raichur_KA,2020,maize,2.70549018
Raichur_KA,2021,maize,2.87937027
Raichur_KA,2022,maize,3.04848
Raichur_KA,2023,maize,3.1904101799999998
Raichur_KA,2000,wheat,2.5006500000000003
Raichur_KA,2001,wheat,2.43729027
Raichur_KA,2002,wheat,2.48589018
Raichur_KA,2003,wheat,2.34900009
Raichur_KA,2004,wheat,2.4418800000000003
Raichur_KA,2005,wheat,2.34144018
Raichur_KA,2006,wheat,2.35692018
Raichur_KA,2007,wheat,2.43711
Raichur_KA,2008,wheat,2.52198
Raichur_KA,2009,wheat,2.61639018
Raichur_KA,2010,wheat,2.55555018
Raichur_KA,2011,wheat,2.68974027
Raichur_KA,2012,wheat,2.85975018
Raichur_KA,2013,wheat,2.83842018
Raichur_KA,2014,wheat,2.8311301799999997
Raichur_KA,2015,wheat,2.47464018
Raichur_KA,2016,wheat,2.73051
Raichur_KA,2017,wheat,2.87991018
Raichur_KA,2018,wheat,3.03138
Raichur_KA,2019,wheat,3.18006
Raichur_KA,2020,wheat,3.09582027
Raichur_KA,2021,wheat,3.16872
Raichur_KA,2022,wheat,3.18357
Raichur_KA,2023,wheat,3.16863018
Riley_KS,2000,maize,8.592192
Riley_KS,2001,maize,8.673783
Riley_KS,2002,maize,8.115197
Riley_KS,2003,maize,8.924833
Riley_KS,2004,maize,10.060836
Riley_KS,2005,maize,9.282579
Riley_KS,2006,maize,9.357896
Riley_KS,2007,maize,9.458315
Riley_KS,2008,maize,9.621498
Riley_KS,2009,maize,10.318162
Riley_KS,2010,maize,9.577564
Riley_KS,2011,maize,9.213542
Riley_KS,2012,maize,7.726069
Riley_KS,2013,maize,9.922758
Riley_KS,2014,maize,10.732395
Riley_KS,2015,maize,10.569212
Riley_KS,2016,maize,10.958341
Riley_KS,2017,maize,11.083865
Riley_KS,2018,maize,11.071312
Riley_KS,2019,maize,10.512726
Riley_KS,2020,maize,10.7575
Riley_KS,2021,maize,11.090141
Riley_KS,2022,maize,10.883024
Riley_KS,2023,maize,11.127799
Riley_KS,2000,wheat,2.8238
Riley_KS,2001,wheat,2.7018
Riley_KS,2002,wheat,2.3567002
Riley_KS,2003,wheat,2.9712
Riley_KS,2004,wheat,2.9026003
Riley_KS,2005,wheat,2.8231003
Riley_KS,2006,wheat,2.5986001
Riley_KS,2007,wheat,2.7046003
Riley_KS,2008,wheat,3.0175002
Riley_KS,2009,wheat,2.9897
Riley_KS,2010,wheat,3.1167002
Riley_KS,2011,wheat,2.9422002
Riley_KS,2012,wheat,3.1154
Riley_KS,2013,wheat,3.1673002
Riley_KS,2014,wheat,2.9378002
Riley_KS,2015,wheat,2.9299
Riley_KS,2016,wheat,3.5408003
Riley_KS,2017,wheat,3.1175
Riley_KS,2018,wheat,3.2005002
Riley_KS,2019,wheat,3.4746003
Riley_KS,2020,wheat,3.3417
Riley_KS,2021,wheat,2.9805002
Riley_KS,2022,wheat,3.1265001
Riley_KS,2023,wheat,3.2694001
Sitapur_UP,2000,maize,1.8216001
Sitapur_UP,2001,maize,1.9996
Sitapur_UP,2002,maize,1.6807001
Sitapur_UP,2003,maize,2.0405002
Sitapur_UP,2004,maize,1.9073001
Sitapur_UP,2005,maize,1.9385
Sitapur_UP,2006,maize,1.9125001
Sitapur_UP,2007,maize,2.3352
Sitapur_UP,2008,maize,2.414
Sitapur_UP,2009,maize,2.0238001
Sitapur_UP,2010,maize,2.5401003
Sitapur_UP,2011,maize,2.4784
Sitapur_UP,2012,maize,2.5557
Sitapur_UP,2013,maize,2.5726001
Sitapur_UP,2014,maize,2.5726001
Sitapur_UP,2015,maize,2.6107001
Sitapur_UP,2016,maize,2.5972002
Sitapur_UP,2017,maize,2.6886003
Sitapur_UP,2018,maize,3.0653002
Sitapur_UP,2019,maize,3.0702002
Sitapur_UP,2020,maize,3.0061002
Sitapur_UP,2021,maize,3.1993003
Sitapur_UP,2022,maize,3.3872
Sitapur_UP,2023,maize,3.5449002
Sitapur_UP,2000,wheat,2.7785
Sitapur_UP,2001,wheat,2.7081003
Sitapur_UP,2002,wheat,2.7621002
Sitapur_UP,2003,wheat,2.6100001
Sitapur_UP,2004,wheat,2.7132
Sitapur_UP,2005,wheat,2.6016002
Sitapur_UP,2006,wheat,2.6188002
Sitapur_UP,2007,wheat,2.7079
Sitapur_UP,2008,wheat,2.8022
Sitapur_UP,2009,wheat,2.9071002
Sitapur_UP,2010,wheat,2.8395002
Sitapur_UP,2011,wheat,2.9886003
Sitapur_UP,2012,wheat,3.1775002
Sitapur_UP,2013,wheat,3.1538002
Sitapur_UP,2014,wheat,3.1457002
Sitapur_UP,2015,wheat,2.7496002
Sitapur_UP,2016,wheat,3.0339
Sitapur_UP,2017,wheat,3.1999002
Sitapur_UP,2018,wheat,3.3682
Sitapur_UP,2019,wheat,3.5334
Sitapur_UP,2020,wheat,3.4398003
Sitapur_UP,2021,wheat,3.5208
Sitapur_UP,2022,wheat,3.5373
Sitapur_UP,2023,wheat,3.5207002
Story_IA,2000,maize,9.623255040000002
Story_IA,2001,maize,9.714636960000002
Story_IA,2002,maize,9.089020640000001
Story_IA,2003,maize,9.99581296
Story_IA,2004,maize,11.268136320000002
Story_IA,2005,maize,10.39648848
Story_IA,2006,maize,10.48084352
Story_IA,2007,maize,10.593312800000001
Story_IA,2008,maize,10.776077760000002
Story_IA,2009,maize,11.55634144
Story_IA,2010,maize,10.726871680000002
Story_IA,2011,maize,10.319167040000002
Story_IA,2012,maize,8.65319728
Story_IA,2013,maize,11.113488960000002
Story_IA,2014,maize,12.020282400000001
Story_IA,2015,maize,11.837517440000001
Story_IA,2016,maize,12.273341920000002
Story_IA,2017,maize,12.4139288
Story_IA,2018,maize,12.399869440000002
Story_IA,2019,maize,11.774253120000003
Story_IA,2020,maize,12.0484
Story_IA,2021,maize,12.420957920000001
Story_IA,2022,maize,12.188986880000002
Story_IA,2023,maize,12.46313488
Story_IA,2000,wheat,3.162656
Story_IA,2001,wheat,3.0260160000000003
Story_IA,2002,wheat,2.6395042240000004
Story_IA,2003,wheat,3.3277440000000005
Story_IA,2004,wheat,3.2509123360000003
Story_IA,2005,wheat,3.1618723360000005
Story_IA,2006,wheat,2.9104321120000005
Story_IA,2007,wheat,3.0291523360000006
Story_IA,2008,wheat,3.3796002240000007
Story_IA,2009,wheat,3.3484640000000003
Story_IA,2010,wheat,3.4907042240000004
Story_IA,2011,wheat,3.2952642240000003
Story_IA,2012,wheat,3.4892480000000003
Story_IA,2013,wheat,3.5473762240000006
Story_IA,2014,wheat,3.2903362240000003
Story_IA,2015,wheat,3.2814880000000004
Story_IA,2016,wheat,3.965696336
Story_IA,2017,wheat,3.4916000000000005
Story_IA,2018,wheat,3.5845602240000005
Story_IA,2019,wheat,3.8915523360000006
Story_IA,2020,wheat,3.7427040000000003
Story_IA,2021,wheat,3.338160224
Story_IA,2022,wheat,3.5016801120000003
Story_IA,2023,wheat,3.6617281120000005
Thanjavur_TN,2000,maize,1.675872092
Thanjavur_TN,2001,maize,1.8396320000000002
Thanjavur_TN,2002,maize,1.546244092
Thanjavur_TN,2003,maize,1.877260184
Thanjavur_TN,2004,maize,1.7547160920000002
Thanjavur_TN,2005,maize,1.78342
Thanjavur_TN,2006,maize,1.759500092
Thanjavur_TN,2007,maize,2.148384
Thanjavur_TN,2008,maize,2.22088
Thanjavur_TN,2009,maize,1.861896092
Thanjavur_TN,2010,maize,2.3368922760000004
Thanjavur_TN,2011,maize,2.2801280000000004
Thanjavur_TN,2012,maize,2.351244
Thanjavur_TN,2013,maize,2.366792092
Thanjavur_TN,2014,maize,2.366792092
Thanjavur_TN,2015,maize,2.401844092
Thanjavur_TN,2016,maize,2.389424184
Thanjavur_TN,2017,maize,2.473512276
Thanjavur_TN,2018,maize,2.820076184
Thanjavur_TN,2019,maize,2.824584184
Thanjavur_TN,2020,maize,2.765612184
Thanjavur_TN,2021,maize,2.9433562760000003
Thanjavur_TN,2022,maize,3.1162240000000003
Thanjavur_TN,2023,maize,3.2613081839999998
Thanjavur_TN,2000,wheat,2.55622
Thanjavur_TN,2001,wheat,2.491452276
Thanjavur_TN,2002,wheat,2.541132184
Thanjavur_TN,2003,wheat,2.4012000920000003
Thanjavur_TN,2004,wheat,2.496144
Thanjavur_TN,2005,wheat,2.393472184
Thanjavur_TN,2006,wheat,2.409296184
Thanjavur_TN,2007,wheat,2.4912680000000003
Thanjavur_TN,2008,wheat,2.578024
Thanjavur_TN,2009,wheat,2.6745321840000003
Thanjavur_TN,2010,wheat,2.612340184
Thanjavur_TN,2011,wheat,2.749512276
Thanjavur_TN,2012,wheat,2.923300184
Thanjavur_TN,2013,wheat,2.901496184
Thanjavur_TN,2014,wheat,2.894044184
Thanjavur_TN,2015,wheat,2.5296321840000004
Thanjavur_TN,2016,wheat,2.791188
Thanjavur_TN,2017,wheat,2.943908184
Thanjavur_TN,2018,wheat,3.098744
Thanjavur_TN,2019,wheat,3.250728
Thanjavur_TN,2020,wheat,3.1646162760000003
Thanjavur_TN,2021,wheat,3.2391360000000002
Thanjavur_TN,2022,wheat,3.254316
Thanjavur_TN,2023,wheat,3.239044184
Yolo_CA,2000,maize,9.021801600000002
Yolo_CA,2001,maize,9.107472150000001
Yolo_CA,2002,maize,8.520956850000001
Yolo_CA,2003,maize,9.37107465
Yolo_CA,2004,maize,10.5638778
Yolo_CA,2005,maize,9.746707950000001
Yolo_CA,2006,maize,9.8257908
Yolo_CA,2007,maize,9.931230750000001
Yolo_CA,2008,maize,10.102572900000002
Yolo_CA,2009,maize,10.8340701
Yolo_CA,2010,maize,10.056442200000001
Yolo_CA,2011,maize,9.6742191
Yolo_CA,2012,maize,8.11237245
Yolo_CA,2013,maize,10.4188959
Yolo_CA,2014,maize,11.26901475
Yolo_CA,2015,maize,11.097672600000001
Yolo_CA,2016,maize,11.506258050000001
Yolo_CA,2017,maize,11.63805825
Yolo_CA,2018,maize,11.624877600000001
Yolo_CA,2019,maize,11.038362300000001
Yolo_CA,2020,maize,11.295375
Yolo_CA,2021,maize,11.644648049999999
Yolo_CA,2022,maize,11.4271752
Yolo_CA,2023,maize,11.68418895
Yolo_CA,2000,wheat,2.96499
Yolo_CA,2001,wheat,2.83689
Yolo_CA,2002,wheat,2.4745352100000004
Yolo_CA,2003,wheat,3.1197600000000003
Yolo_CA,2004,wheat,3.0477303150000004
Yolo_CA,2005,wheat,2.9642553150000004
Yolo_CA,2006,wheat,2.7285301050000004
Yolo_CA,2007,wheat,2.8398303150000004
Yolo_CA,2008,wheat,3.16837521
Yolo_CA,2009,wheat,3.1391850000000003
Yolo_CA,2010,wheat,3.27253521
Yolo_CA,2011,wheat,3.08931021
Yolo_CA,2012,wheat,3.27117
Yolo_CA,2013,wheat,3.3256652100000004
Yolo_CA,2014,wheat,3.0846902099999998
Yolo_CA,2015,wheat,3.076395
Yolo_CA,2016,wheat,3.717840315
Yolo_CA,2017,wheat,3.273375
Yolo_CA,2018,wheat,3.36052521
Yolo_CA,2019,wheat,3.6483303150000004
Yolo_CA,2020,wheat,3.508785
Yolo_CA,2021,wheat,3.1295252099999997
Yolo_CA,2022,wheat,3.282825105
Yolo_CA,2023,wheat,3.432870105
