Entity,Code,Year,Wheat yield
Mali,MLI,2001,2.5237
Mali,MLI,2002,2.5687
Mali,MLI,2003,2.4489
Mali,MLI,2004,2.5296001
Mali,MLI,2005,2.2001002
Mali,MLI,2006,2.4025002
Mali,MLI,2007,2.5029001
Mali,MLI,2008,2.4409
Mali,MLI,2009,2.9665
Mali,MLI,2010,2.5543
Mali,MLI,2011,3.4378002
Mali,MLI,2012,4.0285
Mali,MLI,2013,3.9754002
Mali,MLI,2014,4.4420004
Mali,MLI,2015,3.9401002
Mali,MLI,2016,8.9273
Mali,MLI,2017,6.2311006
Mali,MLI,2018,3.5419002
Mali,MLI,2019,1.9301001
Mali,MLI,2020,5.3034
Mali,MLI,2021,3.0000002
Mali,MLI,2022,4.6017003
Mali,MLI,2023,5.6344004
Malta,MLT,1961,1.3746
Malta,MLT,1962,1.3746
Malta,MLT,1963,1.6005001
Malta,MLT,1964,1.4789001
Malta,MLT,1965,1.6015
Malta,MLT,1966,1.5029001
Malta,MLT,1967,1.4322001
Malta,MLT,1968,1.006
Malta,MLT,1969,1.3801
Malta,MLT,1970,1.4859
Malta,MLT,1971,2.1088002
Malta,MLT,1972,2.2893002
Malta,MLT,1973,2.3004
Malta,MLT,1974,1.8388002
Malta,MLT,1975,2.2026002
Malta,MLT,1976,2.7782001
Malta,MLT,1977,3.4437
Malta,MLT,1978,2.8062
Malta,MLT,1979,2.7262
Malta,MLT,1980,3.4872
Malta,MLT,1981,3.9104002
Malta,MLT,1982,4.3315
Malta,MLT,1983,3.9702
Malta,MLT,1984,3.6496003
Malta,MLT,1985,3.7707002
Malta,MLT,1986,3.8462002
Malta,MLT,1987,3.6923003
Malta,MLT,1988,3.6154
Malta,MLT,1989,3.7500002
Malta,MLT,1990,3.8341002
Malta,MLT,1991,3.6429
Malta,MLT,1992,3.4375002
Malta,MLT,1993,2.9
Malta,MLT,1994,2.7273002
Malta,MLT,1995,2.6250002
Malta,MLT,1996,3.8182
Malta,MLT,1997,4.1073
Malta,MLT,1998,3.9161003
Malta,MLT,1999,3.9576004
Malta,MLT,2000,4.0134
Malta,MLT,2001,4
Malta,MLT,2002,5
Malta,MLT,2003,4
Malta,MLT,2004,4.1048
Malta,MLT,2005,4.1579003
Malta,MLT,2006,4.0385003
Malta,MLT,2007,4.2857003
Malta,MLT,2008,4.8333
Malta,MLT,2009,4.9286003
Malta,MLT,2010,4.8011003
Malta,MLT,2011,4.7687006
Malta,MLT,2012,4.7439003
Malta,MLT,2013,4.7780004
Malta,MLT,2014,4.8777003
Malta,MLT,2015,4.992
Malta,MLT,2016,4.9826
Malta,MLT,2017,5.0311003
Mauritania,MRT,1961,0.2222
Mauritania,MRT,1962,0.2222
Mauritania,MRT,1963,0.21110001
Mauritania,MRT,1964,0.2
Mauritania,MRT,1965,0.2222
Mauritania,MRT,1966,0.6061
Mauritania,MRT,1967,0.6053
Mauritania,MRT,1968,0.6053
Mauritania,MRT,1969,0.6316
Mauritania,MRT,1970,0.6316
Mauritania,MRT,1971,0.6452
Mauritania,MRT,1972,0.5556
Mauritania,MRT,1973,0.5
Mauritania,MRT,1974,0.5
Mauritania,MRT,1975,0.4839
Mauritania,MRT,1976,0.59520006
Mauritania,MRT,1977,0.75000006
Mauritania,MRT,1978,0.52940005
Mauritania,MRT,1979,0.5
Mauritania,MRT,1980,0.52500004
Mauritania,MRT,1981,0.66670007
Mauritania,MRT,1982,0.68890005
Mauritania,MRT,1983,0.69570005
Mauritania,MRT,1984,1
Mauritania,MRT,1985,1
Mauritania,MRT,1986,1
Mauritania,MRT,1987,1.0196
Mauritania,MRT,1988,1.0352
Mauritania,MRT,1989,1.0547
Mauritania,MRT,1990,1.0769001
Mauritania,MRT,1991,1.2
Mauritania,MRT,1992,1.2340001
Mauritania,MRT,1993,1
Mauritania,MRT,1994,1.2169001
Mauritania,MRT,1995,1.2893001
Mauritania,MRT,1996,1.3188001
Mauritania,MRT,1997,1
Mauritania,MRT,1998,1.4165001
Mauritania,MRT,1999,1.5088001
Mauritania,MRT,2000,1.5464001
Mauritania,MRT,2001,1.6005001
Mauritania,MRT,2002,1.6731001
Mauritania,MRT,2003,1.6667
Mauritania,MRT,2004,2.4906
Mauritania,MRT,2005,2
Mauritania,MRT,2006,2.1026
Mauritania,MRT,2007,2
Mauritania,MRT,2008,2
Mauritania,MRT,2009,1.978
Mauritania,MRT,2010,2.082
Mauritania,MRT,2011,1.6018001
Mauritania,MRT,2012,2.1278002
Mauritania,MRT,2013,2.1172001
Mauritania,MRT,2014,2.0203001
Mauritania,MRT,2015,2.0143
Mauritania,MRT,2016,2.1504
Mauritania,MRT,2017,2.1288002
Mauritania,MRT,2018,2.1327
Mauritania,MRT,2019,2.1486
Mauritania,MRT,2020,2.1919
Mauritania,MRT,2021,2.1629
Mauritania,MRT,2022,2.1745
Mauritania,MRT,2023,2.186
Melanesia,OWID_MNS,1961,2.5
Melanesia,OWID_MNS,1962,2.5
Melanesia,OWID_MNS,1963,2.5
Melanesia,OWID_MNS,1964,2.5
Melanesia,OWID_MNS,1965,2.5
Melanesia,OWID_MNS,1966,2.5
Melanesia,OWID_MNS,1967,3.0000002
Melanesia,OWID_MNS,1968,2.6875002
Melanesia,OWID_MNS,1969,2.9
Melanesia,OWID_MNS,1970,2.8571002
Melanesia,OWID_MNS,1971,1.3333001
Melanesia,OWID_MNS,1972,2.5
Melanesia,OWID_MNS,1973,3.3500001
Melanesia,OWID_MNS,1974,3.2500002
Melanesia,OWID_MNS,1975,3.0000002
Melanesia,OWID_MNS,1976,2
Melanesia,OWID_MNS,1977,2
Melanesia,OWID_MNS,1978,2.2222002
Melanesia,OWID_MNS,1979,1.2069001
Melanesia,OWID_MNS,1980,1.0638001
Melanesia,OWID_MNS,1981,1.3978001
Melanesia,OWID_MNS,1982,1.6246
Melanesia,OWID_MNS,1983,0.82470006
Melanesia,OWID_MNS,1984,0.73270005
Melanesia,OWID_MNS,1985,1.835
Melanesia,OWID_MNS,1986,1.8392
Melanesia,OWID_MNS,1987,1.5000001
Melanesia,OWID_MNS,1988,1.32
Melanesia,OWID_MNS,1989,1.13
Melanesia,OWID_MNS,1990,0.73170006
Melanesia,OWID_MNS,1991,1.3812001
Melanesia,OWID_MNS,1992,2.0273001
Melanesia,OWID_MNS,1993,1.8519001
Melanesia,OWID_MNS,1994,1.9571
Melanesia,OWID_MNS,1995,1.94
Melanesia,OWID_MNS,1996,1.8730001
Melanesia,OWID_MNS,1997,1.8889002
Melanesia,OWID_MNS,1998,1.9750001
Melanesia,OWID_MNS,1999,1.7500001
Melanesia,OWID_MNS,2001,1.8500001
Melanesia,OWID_MNS,2003,1.9000001
Melanesia,OWID_MNS,2004,1.8945001
Melanesia,OWID_MNS,2005,1.8932
Melanesia,OWID_MNS,2012,1.9150001
Melanesia,OWID_MNS,2013,1.9194001
Melanesia,OWID_MNS,2015,0.70220006
Melanesia,OWID_MNS,2016,0.65430003
Melanesia,OWID_MNS,2017,0.60170007
Melanesia,OWID_MNS,2018,0.5224
Melanesia,OWID_MNS,2019,0.5928
Melanesia,OWID_MNS,2020,0.5094
Melanesia,OWID_MNS,2021,0.5618
Melanesia,OWID_MNS,2022,0.5503
Melanesia,OWID_MNS,2023,0.53770006
Mexico,MEX,1961,1.6758001
Mexico,MEX,1962,1.9462
Mexico,MEX,1963,2.0788002
Mexico,MEX,1964,2.6922002
Mexico,MEX,1965,2.5055
Mexico,MEX,1966,2.2542
Mexico,MEX,1967,2.7267
Mexico,MEX,1968,2.6317
Mexico,MEX,1969,2.7649
Mexico,MEX,1970,3.0202
Mexico,MEX,1971,2.9810002
Mexico,MEX,1972,2.6345
Mexico,MEX,1973,3.2646003
Mexico,MEX,1974,3.6022
Mexico,MEX,1975,3.5956004
Mexico,MEX,1976,3.7615001
Mexico,MEX,1977,3.4644
Mexico,MEX,1978,3.6663003
Mexico,MEX,1979,3.9138002
Mexico,MEX,1980,3.8476002
Mexico,MEX,1981,3.7141004
Mexico,MEX,1982,4.3563
Mexico,MEX,1983,4.0410004
Mexico,MEX,1984,4.3577003
Mexico,MEX,1985,4.2843
Mexico,MEX,1986,3.9671004
Mexico,MEX,1987,4.4686003
Mexico,MEX,1988,4.0154
Mexico,MEX,1989,3.8235002
Mexico,MEX,1990,4.2143
Mexico,MEX,1991,4.1272006
Mexico,MEX,1992,3.953
Mexico,MEX,1993,4.0821004
Mexico,MEX,1994,4.3034
Mexico,MEX,1995,3.732
Mexico,MEX,1996,4.1706004
Mexico,MEX,1997,4.7347
Mexico,MEX,1998,4.2077003
Mexico,MEX,1999,4.631
Mexico,MEX,2000,4.9355
Mexico,MEX,2001,4.7661004
Mexico,MEX,2002,5.0999002
Mexico,MEX,2003,4.4912004
Mexico,MEX,2004,4.4871
Mexico,MEX,2005,4.7517004
Mexico,MEX,2006,5.2274003
Mexico,MEX,2007,5.0824003
Mexico,MEX,2008,5.0134
Mexico,MEX,2009,4.9688
Mexico,MEX,2010,5.4185004
Mexico,MEX,2011,5.4778
Mexico,MEX,2012,5.6568003
Mexico,MEX,2013,5.2934003
Mexico,MEX,2014,5.1935
Mexico,MEX,2015,4.5256004
Mexico,MEX,2016,5.3388
Mexico,MEX,2017,5.2967005
Mexico,MEX,2018,5.4373
Mexico,MEX,2019,5.5308
Mexico,MEX,2020,5.3212004
Mexico,MEX,2021,5.9944
Mexico,MEX,2022,6.0603
Mexico,MEX,2023,6.2031
Middle Africa (FAO),,1961,1.0571
Middle Africa (FAO),,1962,1.1027
Middle Africa (FAO),,1963,1.1225001
Middle Africa (FAO),,1964,0.9965001
Middle Africa (FAO),,1965,1.1546
Middle Africa (FAO),,1966,1.171
Middle Africa (FAO),,1967,1.3995
Middle Africa (FAO),,1968,1.2789
Middle Africa (FAO),,1969,1.1033001
Middle Africa (FAO),,1970,0.9013
Middle Africa (FAO),,1971,0.95680004
Middle Africa (FAO),,1972,1.1570001
Middle Africa (FAO),,1973,1.0633001
Middle Africa (FAO),,1974,1.3522
Middle Africa (FAO),,1975,1.0859001
Middle Africa (FAO),,1976,1.0300001
Middle Africa (FAO),,1977,0.76180005
Middle Africa (FAO),,1978,0.7153
Middle Africa (FAO),,1979,0.7473
Middle Africa (FAO),,1980,0.8003
Middle Africa (FAO),,1981,0.82690006
Middle Africa (FAO),,1982,0.82290006
Middle Africa (FAO),,1983,0.76640004
Middle Africa (FAO),,1984,0.61620003
Middle Africa (FAO),,1985,0.7881
Middle Africa (FAO),,1986,1.039
Middle Africa (FAO),,1987,0.9129001
Middle Africa (FAO),,1988,0.9250001
Middle Africa (FAO),,1989,0.91850007
Middle Africa (FAO),,1990,0.9718
Middle Africa (FAO),,1991,0.99160004
Middle Africa (FAO),,1992,1.1963001
Middle Africa (FAO),,1993,1.2384001
Middle Africa (FAO),,1994,1.3138001
Middle Africa (FAO),,1995,1.2155001
Middle Africa (FAO),,1996,1.4011
Middle Africa (FAO),,1997,1.5173001
Middle Africa (FAO),,1998,1.5145
Middle Africa (FAO),,1999,1.3962001
Middle Africa (FAO),,2000,1.3920001
Middle Africa (FAO),,2001,1.399
Middle Africa (FAO),,2002,1.47
Middle Africa (FAO),,2003,1.2959001
Middle Africa (FAO),,2004,1.2738001
Middle Africa (FAO),,2005,1.2709001
Middle Africa (FAO),,2006,1.1601
Middle Africa (FAO),,2007,1.3800001
Middle Africa (FAO),,2008,1.3613001
Middle Africa (FAO),,2009,1.3341
Middle Africa (FAO),,2010,1.2858001
Middle Africa (FAO),,2011,1.0599
Middle Africa (FAO),,2012,1.5270001
Middle Africa (FAO),,2013,1.2907
Middle Africa (FAO),,2014,1.1893001
Middle Africa (FAO),,2015,1.1886001
Middle Africa (FAO),,2016,1.2103001
Middle Africa (FAO),,2017,1.1825
Middle Africa (FAO),,2018,1.1854001
Middle Africa (FAO),,2019,1.1075001
Middle Africa (FAO),,2020,0.97480005
Middle Africa (FAO),,2021,1.0622
Middle Africa (FAO),,2022,1.0625
Middle Africa (FAO),,2023,1.0087
Moldova,MDA,1992,3.2868001
Moldova,MDA,1993,4.026
Moldova,MDA,1994,2.193
Moldova,MDA,1995,3.2427
Moldova,MDA,1996,2.0592
Moldova,MDA,1997,3.2794
Moldova,MDA,1998,2.6714
Moldova,MDA,1999,2.3423002
Moldova,MDA,2000,1.9512
Moldova,MDA,2001,2.7133002
Moldova,MDA,2002,2.5068002
Moldova,MDA,2003,2.5261002
Moldova,MDA,2004,2.7386003
Moldova,MDA,2005,2.5989
Moldova,MDA,2006,2.3196
Moldova,MDA,2007,1.2925
Moldova,MDA,2008,3.1244001
Moldova,MDA,2009,2.0988002
Moldova,MDA,2010,2.2872
Moldova,MDA,2011,2.6376002
Moldova,MDA,2012,1.5760001
Moldova,MDA,2013,2.7551003
Moldova,MDA,2014,3.1667001
Moldova,MDA,2015,2.6729
Moldova,MDA,2016,3.4869
Moldova,MDA,2017,3.7309
Moldova,MDA,2018,3.1251001
Moldova,MDA,2019,3.2596002
Moldova,MDA,2020,1.8970001
Moldova,MDA,2021,4.6014
Moldova,MDA,2022,2.5802
Moldova,MDA,2023,4.1330004
Mongolia,MNG,1961,0.36850002
Mongolia,MNG,1962,0.9013
Mongolia,MNG,1963,0.83620006
Mongolia,MNG,1964,0.9416
Mongolia,MNG,1965,0.80390006
Mongolia,MNG,1966,0.6618
Mongolia,MNG,1967,0.8401
Mongolia,MNG,1968,0.54340005
Mongolia,MNG,1969,0.3285
Mongolia,MNG,1970,0.71900004
Mongolia,MNG,1971,0.9502001
Mongolia,MNG,1972,0.5404
Mongolia,MNG,1973,1.1062
Mongolia,MNG,1974,0.82030004
Mongolia,MNG,1975,1.1573001
Mongolia,MNG,1976,0.86420006
Mongolia,MNG,1977,0.906
Mongolia,MNG,1978,0.67230004
Mongolia,MNG,1979,0.56740004
Mongolia,MNG,1980,0.56320006
Mongolia,MNG,1981,0.7213
Mongolia,MNG,1982,1.0211
Mongolia,MNG,1983,1.4579
Mongolia,MNG,1984,0.99920005
Mongolia,MNG,1985,1.4282
Mongolia,MNG,1986,1.4203001
Mongolia,MNG,1987,1.1615001
Mongolia,MNG,1988,1.3709
Mongolia,MNG,1989,1.3009001
Mongolia,MNG,1990,1.1187
Mongolia,MNG,1991,1.0145
Mongolia,MNG,1992,0.8611
Mongolia,MNG,1993,0.9038
Mongolia,MNG,1994,0.74950004
Mongolia,MNG,1995,0.7366
Mongolia,MNG,1996,0.6628
Mongolia,MNG,1997,0.76140004
Mongolia,MNG,1998,0.6371
Mongolia,MNG,1999,0.6104001
Mongolia,MNG,2000,0.77680004
Mongolia,MNG,2001,0.72
Mongolia,MNG,2002,0.5898
Mongolia,MNG,2003,0.7914001
Mongolia,MNG,2004,0.8072001
Mongolia,MNG,2005,0.47750002
Mongolia,MNG,2006,1.0830001
Mongolia,MNG,2007,0.93920004
Mongolia,MNG,2008,1.3987
Mongolia,MNG,2009,1.5593001
Mongolia,MNG,2010,1.3805001
Mongolia,MNG,2011,1.4961001
Mongolia,MNG,2012,1.565
Mongolia,MNG,2013,1.3369001
Mongolia,MNG,2014,1.6980001
Mongolia,MNG,2015,0.57170004
Mongolia,MNG,2016,1.3154001
Mongolia,MNG,2017,0.8538
Mongolia,MNG,2018,1.4164001
Mongolia,MNG,2019,1.2815001
Mongolia,MNG,2020,1.2351
Mongolia,MNG,2021,1.4427
Mongolia,MNG,2022,1.1228001
Mongolia,MNG,2023,1.3204001
Montenegro,MNE,2006,3.0903
Montenegro,MNE,2007,2.4026003
Montenegro,MNE,2008,3.5016003
Montenegro,MNE,2009,3.5981002
Montenegro,MNE,2010,3.4029
Montenegro,MNE,2011,3.2024
Montenegro,MNE,2012,2.7984
Montenegro,MNE,2013,3.4357002
Montenegro,MNE,2014,2.9215002
Montenegro,MNE,2015,2.8682
Montenegro,MNE,2016,3.1506002
Montenegro,MNE,2017,3.2135003
Montenegro,MNE,2018,3.2088003
Montenegro,MNE,2019,2.7883003
Montenegro,MNE,2020,3.0463002
Montenegro,MNE,2021,2.8463001
Montenegro,MNE,2022,2.7067
Montenegro,MNE,2023,2.9473002
Morocco,MAR,1961,0.4528
Morocco,MAR,1962,1.0274
Morocco,MAR,1963,0.87270004
Morocco,MAR,1964,0.9412001
Morocco,MAR,1965,0.95180005
Morocco,MAR,1966,0.61010003
Morocco,MAR,1967,0.73990005
Morocco,MAR,1968,1.3214
Morocco,MAR,1969,0.74990004
Morocco,MAR,1970,0.9516
Morocco,MAR,1971,1.0908
Morocco,MAR,1972,1.0813001
Morocco,MAR,1973,0.77180004
Morocco,MAR,1974,0.9666
Morocco,MAR,1975,0.9312
Morocco,MAR,1976,1.1391001
Morocco,MAR,1977,0.6345
Morocco,MAR,1978,1.0701001
Morocco,MAR,1979,1.0843
Morocco,MAR,1980,1.0562
Morocco,MAR,1981,0.5416
Morocco,MAR,1982,1.2952
Morocco,MAR,1983,0.9971
Morocco,MAR,1984,1.072
Morocco,MAR,1985,1.245
Morocco,MAR,1986,1.7138001
Morocco,MAR,1987,1.0608001
Morocco,MAR,1988,1.7352
Morocco,MAR,1989,1.4934001
Morocco,MAR,1990,1.3290001
Morocco,MAR,1991,1.8699001
Morocco,MAR,1992,0.7011
Morocco,MAR,1993,0.6808
Morocco,MAR,1994,1.8111
Morocco,MAR,1995,0.5543
Morocco,MAR,1996,1.8415
Morocco,MAR,1997,0.92920005
Morocco,MAR,1998,1.4184
Morocco,MAR,1999,0.8004001
Morocco,MAR,2000,0.4758
Morocco,MAR,2001,1.228
Morocco,MAR,2002,1.2793001
Morocco,MAR,2003,1.7220001
Morocco,MAR,2004,1.8082
Morocco,MAR,2005,1.0261
Morocco,MAR,2006,2.0365002
Morocco,MAR,2007,0.6154001
Morocco,MAR,2008,1.3189001
Morocco,MAR,2009,2.1398
Morocco,MAR,2010,1.7095001
Morocco,MAR,2011,1.9488001
Morocco,MAR,2012,1.2342
Morocco,MAR,2013,2.164
Morocco,MAR,2014,1.7132
Morocco,MAR,2015,2.4664
Morocco,MAR,2016,1.1315
Morocco,MAR,2017,2.0953002
Morocco,MAR,2018,2.5752
Morocco,MAR,2019,1.6063001
Morocco,MAR,2020,0.90040004
Morocco,MAR,2021,2.6335
Morocco,MAR,2022,1.1114001
Morocco,MAR,2023,1.7083001
Mozambique,MOZ,1961,0.7652
Mozambique,MOZ,1962,0.78950006
Mozambique,MOZ,1963,0.9524001
Mozambique,MOZ,1964,0.70180005
Mozambique,MOZ,1965,1
Mozambique,MOZ,1966,1.1
Mozambique,MOZ,1967,0.86240005
Mozambique,MOZ,1968,0.92020005
Mozambique,MOZ,1969,0.86670005
Mozambique,MOZ,1970,0.92020005
Mozambique,MOZ,1971,1.0462
Mozambique,MOZ,1972,1
Mozambique,MOZ,1973,1.3333001
Mozambique,MOZ,1974,1
Mozambique,MOZ,1975,1
Mozambique,MOZ,1976,0.6
Mozambique,MOZ,1977,0.4
Mozambique,MOZ,1978,0.6
Mozambique,MOZ,1979,0.6308
Mozambique,MOZ,1980,1
Mozambique,MOZ,1981,1.8182
Mozambique,MOZ,1982,1.6
Mozambique,MOZ,1983,1.5000001
Mozambique,MOZ,1984,1.5000001
Mozambique,MOZ,1985,1.25
Mozambique,MOZ,1986,1.25
Mozambique,MOZ,1987,0.75000006
Mozambique,MOZ,1988,1.25
Mozambique,MOZ,1989,1.25
Mozambique,MOZ,1990,1.8001001
Mozambique,MOZ,1991,1.5000001
Mozambique,MOZ,1992,1.1111001
Mozambique,MOZ,1993,1.1613001
Mozambique,MOZ,1994,1.1464001
Mozambique,MOZ,1995,1.1401
Mozambique,MOZ,1996,1.1356
Mozambique,MOZ,1997,1.1328001
Mozambique,MOZ,1998,1.1337
Mozambique,MOZ,1999,1.1372
Mozambique,MOZ,2000,1
Mozambique,MOZ,2001,1
Mozambique,MOZ,2002,1.0385001
Mozambique,MOZ,2003,1.1875
Mozambique,MOZ,2004,1.087
Mozambique,MOZ,2005,1.1071
Mozambique,MOZ,2006,1.2353001
Mozambique,MOZ,2007,1.1765001
Mozambique,MOZ,2008,1.25
Mozambique,MOZ,2009,1.25
Mozambique,MOZ,2010,1.3367
Mozambique,MOZ,2011,1.7042
Mozambique,MOZ,2012,0.9958
Mozambique,MOZ,2013,1.0951
Mozambique,MOZ,2014,1.09
Mozambique,MOZ,2015,1.0787
Mozambique,MOZ,2016,1.0938001
Mozambique,MOZ,2017,1.1032
Mozambique,MOZ,2018,1.1327
Mozambique,MOZ,2019,1.125
Mozambique,MOZ,2020,1.1538001
Mozambique,MOZ,2021,1.1538001
Mozambique,MOZ,2022,1
Mozambique,MOZ,2023,1
Myanmar,MMR,1961,0.3078
Myanmar,MMR,1962,0.4124
Myanmar,MMR,1963,0.55820006
Myanmar,MMR,1964,0.67620003
Myanmar,MMR,1965,0.6445
Myanmar,MMR,1966,0.63440007
Myanmar,MMR,1967,0.4979
Myanmar,MMR,1968,0.5763
Myanmar,MMR,1969,0.4684
Myanmar,MMR,1970,0.555
Myanmar,MMR,1971,0.6243
Myanmar,MMR,1972,0.54990005
Myanmar,MMR,1973,0.5479
Myanmar,MMR,1974,0.45550004
Myanmar,MMR,1975,0.74520004
Myanmar,MMR,1976,0.6526
Myanmar,MMR,1977,0.8783
Myanmar,MMR,1978,1.0256001
Myanmar,MMR,1979,0.5037
Myanmar,MMR,1980,1.1064001
Myanmar,MMR,1981,1.11
Myanmar,MMR,1982,1.3341
Myanmar,MMR,1983,1.263
Myanmar,MMR,1984,1.5942
Myanmar,MMR,1985,1.7431
Myanmar,MMR,1986,1.713
Myanmar,MMR,1987,1.7300001
Myanmar,MMR,1988,1.3097
Myanmar,MMR,1989,1.0737
Myanmar,MMR,1990,0.95440006
Myanmar,MMR,1991,0.95790005
Myanmar,MMR,1992,0.93890005
Myanmar,MMR,1993,0.9334001
Myanmar,MMR,1994,0.8209001
Myanmar,MMR,1995,0.8424001
Myanmar,MMR,1996,0.9463
Myanmar,MMR,1997,1.0328001
Myanmar,MMR,1998,0.9592001
Myanmar,MMR,1999,1.0959
Myanmar,MMR,2000,1.1494001
Myanmar,MMR,2001,1.1902
Myanmar,MMR,2002,1.2679001
Myanmar,MMR,2003,1.2870001
Myanmar,MMR,2004,1.3935001
Myanmar,MMR,2005,1.3934001
Myanmar,MMR,2006,1.5262
Myanmar,MMR,2007,1.5792
Myanmar,MMR,2008,1.7117001
Myanmar,MMR,2009,1.7297001
Myanmar,MMR,2010,1.7819002
Myanmar,MMR,2011,1.7779001
Myanmar,MMR,2012,1.784
Myanmar,MMR,2013,1.8078002
Myanmar,MMR,2014,1.8472
Myanmar,MMR,2015,1.8616
Myanmar,MMR,2016,1.1859001
Myanmar,MMR,2017,1.8832
Myanmar,MMR,2018,1.8727001
Myanmar,MMR,2019,1.8799001
Myanmar,MMR,2020,1.8634001
Myanmar,MMR,2021,1.8618002
Myanmar,MMR,2022,1.8459
Myanmar,MMR,2023,1.3793001
Namibia,NAM,1961,0.98670006
Namibia,NAM,1962,1.205
Namibia,NAM,1963,1.3333001
Namibia,NAM,1964,1.3333001
Namibia,NAM,1965,1.5556
Namibia,NAM,1966,1.5000001
Namibia,NAM,1967,1.5000001
Namibia,NAM,1968,1.5000001
Namibia,NAM,1969,1.7500001
Namibia,NAM,1970,1.7500001
Namibia,NAM,1971,1.7500001
Namibia,NAM,1972,1.7500001
Namibia,NAM,1973,1.7500001
Namibia,NAM,1974,2
Namibia,NAM,1975,2
Namibia,NAM,1976,2
Namibia,NAM,1977,2
Namibia,NAM,1978,2
Namibia,NAM,1979,2.5
Namibia,NAM,1980,2.5
Namibia,NAM,1981,2.8571002
Namibia,NAM,1982,3.1250002
Namibia,NAM,1983,3.0000002
Namibia,NAM,1984,2.9167001
Namibia,NAM,1985,2.6667001
Namibia,NAM,1986,2.9610002
Namibia,NAM,1987,2.7556002
Namibia,NAM,1988,2.6337001
Namibia,NAM,1989,4.8667006
Namibia,NAM,1990,4.425
Namibia,NAM,1991,5.9
Namibia,NAM,1992,5.1933002
Namibia,NAM,1993,4.3846
Namibia,NAM,1994,5.2500005
Namibia,NAM,1995,5.5172005
Namibia,NAM,1996,4.3846
Namibia,NAM,1997,4.6361003
Namibia,NAM,1998,4.9336004
Namibia,NAM,1999,3.6440003
Namibia,NAM,2000,5.0983
Namibia,NAM,2001,6.0464
Namibia,NAM,2002,6.3724003
Namibia,NAM,2003,6.2509003
Namibia,NAM,2004,4.1622005
Namibia,NAM,2005,4.5255003
Namibia,NAM,2006,5.9308
Namibia,NAM,2007,5.1342006
Namibia,NAM,2008,6.142
Namibia,NAM,2009,6.7214003
Namibia,NAM,2010,6.0942006
Namibia,NAM,2011,6.1219
Namibia,NAM,2012,6.1697006
Namibia,NAM,2013,6.2155004
Namibia,NAM,2014,6.6667004
Namibia,NAM,2015,5.6395
Namibia,NAM,2016,4.7289
Namibia,NAM,2017,5.3061004
Namibia,NAM,2018,5.3061004
Namibia,NAM,2019,5.5058002
Namibia,NAM,2020,5.5600004
Namibia,NAM,2021,5.5600004
Namibia,NAM,2022,5.4125004
Namibia,NAM,2023,5.8054004
Nepal,NPL,1961,1.2273
Nepal,NPL,1962,1.2321
Nepal,NPL,1963,1.2284001
Nepal,NPL,1964,1.2257
Nepal,NPL,1965,1.2600001
Nepal,NPL,1966,1.2458001
Nepal,NPL,1967,1.2619001
Nepal,NPL,1968,1.0661
Nepal,NPL,1969,1.1196
Nepal,NPL,1970,1.1733001
Nepal,NPL,1971,0.8466
Nepal,NPL,1972,0.93320006
Nepal,NPL,1973,1.2045001
Nepal,NPL,1974,1.1258001
Nepal,NPL,1975,1.1375
Nepal,NPL,1976,1.1778
Nepal,NPL,1977,1.039
Nepal,NPL,1978,1.1199001
Nepal,NPL,1979,1.1658001
Nepal,NPL,1980,1.1993
Nepal,NPL,1981,1.218
Nepal,NPL,1982,1.3152
Nepal,NPL,1983,1.3572
Nepal,NPL,1984,1.3433001
Nepal,NPL,1985,1.1811
Nepal,NPL,1986,1.2386
Nepal,NPL,1987,1.3091
Nepal,NPL,1988,1.2478001
Nepal,NPL,1989,1.3851
Nepal,NPL,1990,1.4149001
Nepal,NPL,1991,1.4103001
Nepal,NPL,1992,1.3338001
Nepal,NPL,1993,1.246
Nepal,NPL,1994,1.4704001
Nepal,NPL,1995,1.4416001
Nepal,NPL,1996,1.5500001
Nepal,NPL,1997,1.6072
Nepal,NPL,1998,1.5463002
Nepal,NPL,1999,1.6955001
Nepal,NPL,2000,1.7931001
Nepal,NPL,2001,1.8063002
Nepal,NPL,2002,1.8859001
Nepal,NPL,2003,2.0092
Nepal,NPL,2004,2.0873
Nepal,NPL,2005,2.1344
Nepal,NPL,2006,2.0745
Nepal,NPL,2007,2.1563
Nepal,NPL,2008,2.2252
Nepal,NPL,2009,1.9338001
Nepal,NPL,2010,2.1289
Nepal,NPL,2011,2.2747002
Nepal,NPL,2012,2.4123
Nepal,NPL,2013,2.2902
Nepal,NPL,2014,2.496
Nepal,NPL,2015,2.5914
Nepal,NPL,2016,2.3288002
Nepal,NPL,2017,2.5538
Nepal,NPL,2018,2.7573001
Nepal,NPL,2019,2.8490002
Nepal,NPL,2020,3.0887
Nepal,NPL,2021,2.9917002
Nepal,NPL,2022,2.9911003
Nepal,NPL,2023,3.0074
Net Food Importing Developing Countries (FAO),,1961,0.8539001
Net Food Importing Developing Countries (FAO),,1962,0.9524001
Net Food Importing Developing Countries (FAO),,1963,0.90650004
Net Food Importing Developing Countries (FAO),,1964,0.95150006
Net Food Importing Developing Countries (FAO),,1965,0.9534001
Net Food Importing Developing Countries (FAO),,1966,0.84510005
Net Food Importing Developing Countries (FAO),,1967,0.9153
Net Food Importing Developing Countries (FAO),,1968,1.1158001
Net Food Importing Developing Countries (FAO),,1969,1.0301
