-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2025 in LST
Location: Latitude  16.2   Longitude 77.3667 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 370.49 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
IMERG_PRECTOT         MERRA-2 Total Precipitation (mm/day) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2010,17.32,21.36,22.81,24.43,22.8,21.11,16.46,17.31,18.34,17.56,16.45,16.5,19.35
ALLSKY_SFC_SW_DWN,2011,19.91,21.27,24.64,24.3,23.78,20.4,17.67,17.4,19.76,18.55,18.34,17.4,20.27
ALLSKY_SFC_SW_DWN,2012,19.39,22.02,24.73,23.36,23.6,21.76,17.02,17.72,19.06,19.37,16.91,17.92,20.23
ALLSKY_SFC_SW_DWN,2013,18.98,21.26,23.54,24.96,23.67,18.7,14.23,17.41,19.24,17.19,17.56,18.36,19.57
ALLSKY_SFC_SW_DWN,2014,18.14,20.92,22.4,22.89,23.51,22.2,16.6,18.47,18.92,19.29,17.17,16.46,19.73
ALLSKY_SFC_SW_DWN,2015,18.62,22.4,21.99,24.65,23.83,19.79,20.29,19.32,19.07,19.66,17.1,17.62,20.35
ALLSKY_SFC_SW_DWN,2016,17.77,21.33,23.09,25.34,24.41,17.3,15.72,18.77,15.48,20.02,18.79,17.32,19.61
ALLSKY_SFC_SW_DWN,2017,18.22,22.45,24.52,24.99,23.77,19.28,18.17,17.32,17.44,17.72,17.98,17.6,19.93
ALLSKY_SFC_SW_DWN,2018,18.12,21.03,22.56,24.09,22.98,19.37,15.31,15.48,19.91,20.07,18.38,15.36,19.36
ALLSKY_SFC_SW_DWN,2019,17.97,21.67,24.1,24.27,24.19,21.1,16.37,16.7,17.03,17.3,17.86,15.21,19.46
ALLSKY_SFC_SW_DWN,2020,17.58,20.6,23.57,24.36,23.47,19.57,17.38,15.75,16.49,16.69,16.69,17.63,19.14
ALLSKY_SFC_SW_DWN,2021,17.18,20.74,23.72,23.35,22.28,19.43,15.23,17.14,16.58,18.56,13.85,16.0,18.66
ALLSKY_SFC_SW_DWN,2022,17.65,21.07,22.18,22.28,21.07,20.36,14.98,16.76,16.95,17.72,16.53,15.68,18.58
ALLSKY_SFC_SW_DWN,2023,18.63,22.12,22.88,24.19,23.49,22.07,13.94,19.29,17.46,19.39,15.46,15.67,19.52
ALLSKY_SFC_SW_DWN,2024,17.14,21.82,22.4,23.09,22.52,17.41,14.2,17.13,17.26,17.5,16.76,14.37,18.45
ALLSKY_SFC_SW_DWN,2025,18.14,21.46,23.5,23.04,20.28,17.65,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2000,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2001,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2002,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2003,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2004,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2005,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2006,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2007,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2008,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2009,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2010,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2011,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2012,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2013,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2014,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2015,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2016,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2017,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2018,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2019,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2020,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2021,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2022,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2023,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2024,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2025,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
RH2M,2000,43.89,46.32,31.83,28.45,48.12,72.3,75.88,78.56,80.77,75.26,67.4,53.81,58.58
RH2M,2001,46.96,29.96,31.28,40.69,36.57,59.23,60.59,73.26,77.13,82.86,78.16,66.28,57.06
RH2M,2002,55.34,46.07,32.19,30.13,50.08,69.5,63.45,72.82,67.54,73.78,67.85,56.47,57.17
RH2M,2003,51.49,45.09,36.79,32.69,27.79,55.06,71.77,72.03,70.05,77.73,71.84,56.7,55.82
RH2M,2004,55.06,42.01,31.54,41.75,66.56,66.93,72.55,67.56,77.55,74.58,60.55,53.4,59.24
RH2M,2005,52.92,38.85,32.86,49.35,47.84,69.77,78.57,82.66,84.46,84.59,80.25,71.39,64.6
RH2M,2006,55.32,37.79,47.75,35.38,46.09,73.06,71.95,73.73,78.08,77.0,78.57,65.57,61.84
RH2M,2007,52.87,42.0,33.95,36.2,44.45,74.0,78.53,80.49,85.68,79.3,69.47,60.01,61.52
RH2M,2008,46.57,52.2,49.58,47.46,38.27,65.93,65.2,79.74,80.94,74.8,67.86,63.18,60.98
RH2M,2009,53.22,37.75,30.31,30.41,44.31,71.96,68.96,68.27,78.92,74.75,74.49,64.61,58.27
RH2M,2010,60.6,42.3,30.53,32.99,42.41,60.65,76.75,81.1,84.17,79.5,78.23,64.3,61.25
RH2M,2011,51.38,45.54,32.37,38.04,40.71,61.26,66.46,71.91,68.98,68.09,56.79,52.36,54.54
RH2M,2012,48.21,37.66,28.01,42.62,37.25,52.1,66.38,69.98,74.01,71.33,68.89,56.27,54.43
RH2M,2013,50.17,46.09,33.91,35.58,44.72,68.72,71.69,72.35,82.6,82.84,74.27,58.0,60.14
RH2M,2014,56.1,42.85,45.69,32.83,49.85,54.98,67.49,73.39,83.3,76.16,68.92,59.19,59.36
RH2M,2015,48.64,42.14,42.02,48.41,42.9,60.22,59.22,66.17,76.93,67.3,63.54,56.79,56.24
RH2M,2016,53.34,43.49,33.39,28.31,44.14,70.6,73.73,73.1,80.48,71.6,51.07,45.31,55.76
RH2M,2017,45.74,35.56,35.0,26.09,36.28,66.95,69.48,71.51,80.73,82.92,72.43,55.74,56.65
RH2M,2018,42.8,35.6,29.08,32.45,40.83,66.8,63.91,67.8,66.57,57.58,48.93,52.15,50.46
RH2M,2019,49.38,43.03,31.23,28.73,31.29,54.82,68.55,73.74,79.98,83.6,72.53,66.15,57.01
RH2M,2020,55.4,45.54,36.63,34.87,38.37,69.2,81.04,84.11,86.09,84.44,82.78,73.64,64.4
RH2M,2021,61.82,46.49,31.46,36.54,53.08,65.75,76.31,73.4,76.86,77.7,77.04,67.49,62.1
RH2M,2022,55.97,45.96,32.6,34.8,52.91,64.44,75.39,80.94,82.39,82.86,73.54,67.37,62.55
RH2M,2023,53.98,36.44,37.73,36.79,56.69,48.71,69.56,68.16,71.89,55.2,68.47,60.27,55.47
RH2M,2024,54.79,43.71,33.84,31.03,51.41,71.35,72.3,78.97,81.38,81.58,71.02,63.69,61.33
RH2M,2025,52.98,39.32,32.93,39.14,54.77,70.05,73.44,82.04,83.99,-999.0,-999.0,-999.0,-999.0
T2M,2000,24.45,26.76,29.33,34.36,31.97,27.08,26.05,25.66,25.8,25.18,23.97,22.58,26.92
T2M,2001,24.34,26.83,30.71,32.03,33.86,28.97,28.56,26.57,26.45,24.27,23.35,21.81,27.31
T2M,2002,23.78,26.37,30.33,33.92,32.25,28.26,28.56,26.73,27.68,26.04,23.56,23.52,27.58
T2M,2003,24.44,27.99,30.66,33.45,35.31,30.56,27.15,27.1,27.27,25.44,23.51,22.98,27.98
T2M,2004,23.68,25.85,30.53,32.06,28.85,28.05,26.74,27.45,26.28,25.47,24.8,22.99,26.89
T2M,2005,24.79,27.12,30.19,31.07,32.01,28.33,26.36,25.57,25.5,24.72,20.38,20.85,26.4
T2M,2006,22.54,25.77,28.68,32.99,32.64,27.59,27.02,26.4,26.52,25.43,23.61,22.6,26.81
T2M,2007,23.6,25.88,30.63,32.78,32.94,27.58,26.41,25.85,25.19,23.79,22.31,23.55,26.71
T2M,2008,23.5,26.16,27.68,30.15,32.89,28.05,28.21,25.94,25.45,25.1,23.98,23.34,26.7
T2M,2009,23.98,27.55,30.38,33.68,32.75,27.59,27.34,27.9,26.42,24.78,24.49,23.73,27.54
T2M,2010,23.8,27.48,31.35,33.93,33.97,29.84,26.36,26.18,25.48,25.45,24.79,22.43,27.58
T2M,2011,23.4,26.18,29.93,31.64,33.28,29.0,27.67,27.05,27.47,27.0,25.69,24.25,27.72
T2M,2012,24.25,26.75,29.99,31.97,33.9,30.23,27.81,27.17,26.69,25.35,24.21,24.61,27.74
T2M,2013,24.78,26.3,30.22,33.09,33.09,27.83,26.75,26.87,25.58,24.82,23.14,22.1,27.05
T2M,2014,24.04,25.84,28.1,32.89,31.83,30.99,27.88,27.01,25.43,24.95,23.25,22.95,27.1
T2M,2015,22.89,25.24,28.98,30.37,33.04,29.26,29.41,28.23,26.54,26.87,25.94,24.69,27.64
T2M,2016,24.01,27.91,31.23,34.74,33.34,27.7,27.03,26.95,25.25,24.46,24.15,23.69,27.53
T2M,2017,23.62,25.99,29.61,34.12,34.56,28.49,27.54,27.23,26.17,24.89,23.6,22.65,27.38
T2M,2018,23.46,25.82,30.07,33.69,33.75,28.24,28.15,27.24,27.58,27.35,26.81,24.43,28.06
T2M,2019,22.78,26.63,31.35,34.2,35.61,31.09,27.98,26.98,26.19,25.31,25.02,24.63,28.15
T2M,2020,25.46,26.85,30.67,33.3,34.55,28.22,26.25,25.83,25.38,24.96,23.22,21.58,27.19
T2M,2021,24.74,25.28,29.56,32.36,31.53,28.38,26.82,27.06,26.48,26.1,25.1,23.26,27.23
T2M,2022,23.99,26.35,31.03,33.71,31.78,28.77,26.83,25.97,25.7,24.27,23.46,24.65,27.21
T2M,2023,24.01,26.8,29.05,31.87,31.06,32.06,27.68,28.2,27.55,28.53,26.33,24.43,28.13
T2M,2024,25.38,27.76,31.79,34.31,32.56,27.79,27.46,27.16,25.98,26.0,24.36,25.59,28.01
T2M,2025,24.24,27.34,30.4,32.85,30.97,28.1,27.17,25.87,25.49,-999.0,-999.0,-999.0,-999.0
WS2M,2000,2.25,2.25,2.12,2.59,3.51,4.41,4.56,3.69,2.14,1.31,2.21,2.14,2.77
WS2M,2001,2.22,1.81,2.31,2.49,4.09,5.24,5.42,4.21,1.99,1.81,1.93,2.1,2.98
WS2M,2002,2.31,2.94,2.26,2.38,3.74,3.8,4.96,4.23,2.68,2.01,1.84,2.05,2.94
WS2M,2003,2.32,2.48,2.38,2.4,3.72,4.77,4.16,3.82,3.05,1.74,2.03,2.36,2.94
WS2M,2004,2.4,2.31,2.28,2.17,3.28,4.62,3.93,5.05,2.27,2.09,2.51,2.19,2.93
WS2M,2005,2.35,2.29,2.34,2.11,2.48,4.08,4.3,3.54,2.59,1.73,1.79,1.77,2.62
WS2M,2006,2.07,2.32,2.28,2.15,3.3,3.45,5.27,4.33,2.42,2.22,2.02,2.29,2.85
WS2M,2007,2.25,2.42,2.41,2.17,3.54,3.91,3.92,3.86,2.58,1.74,1.96,2.36,2.76
WS2M,2008,2.13,2.12,2.44,1.91,4.03,4.71,4.27,3.39,2.34,1.82,2.41,2.0,2.8
WS2M,2009,2.45,2.03,2.22,2.37,3.14,3.98,5.79,3.81,2.33,1.99,2.3,2.33,2.9
WS2M,2010,2.15,2.45,2.31,2.33,3.51,4.09,4.03,3.24,2.46,1.98,2.33,2.28,2.77
WS2M,2011,2.35,2.43,2.44,2.34,3.12,5.4,5.0,4.09,3.11,2.05,2.59,2.26,3.1
WS2M,2012,2.28,2.31,2.28,2.14,3.51,5.34,4.73,4.18,2.72,2.21,1.86,2.4,3.0
WS2M,2013,2.34,2.75,2.83,2.76,3.78,4.8,5.27,3.75,2.37,2.19,2.04,2.37,3.11
WS2M,2014,2.76,2.39,2.41,2.03,2.84,4.36,5.26,3.53,2.63,1.77,1.96,2.06,2.84
WS2M,2015,2.24,2.41,2.48,2.15,3.04,4.75,5.2,3.78,2.17,1.71,2.76,2.22,2.91
WS2M,2016,2.02,2.34,2.2,2.43,3.49,3.9,4.2,4.06,3.17,2.01,2.01,2.06,2.83
WS2M,2017,1.98,2.03,1.93,2.03,3.26,4.21,4.73,3.31,1.88,1.67,1.66,1.99,2.56
WS2M,2018,1.57,2.0,2.07,2.05,2.62,4.7,5.66,5.14,2.32,2.01,2.3,1.94,2.87
WS2M,2019,2.03,2.14,2.12,2.22,3.06,4.36,4.94,4.66,2.96,1.73,1.99,2.68,2.91
WS2M,2020,2.42,2.61,2.21,2.67,2.89,3.78,3.08,3.75,2.54,1.68,2.22,2.1,2.66
WS2M,2021,2.36,2.4,2.48,2.24,3.45,4.37,4.28,3.4,3.08,1.75,2.23,1.86,2.83
WS2M,2022,2.11,2.46,2.27,2.4,3.03,3.65,4.13,3.44,2.44,1.84,1.95,2.11,2.65
WS2M,2023,2.41,2.11,2.39,2.23,2.09,4.53,5.26,3.57,2.99,2.52,2.29,2.49,2.91
WS2M,2024,2.46,2.45,2.43,2.64,2.88,4.06,5.38,3.04,3.0,1.79,2.22,2.43,2.9
WS2M,2025,2.44,2.25,2.52,2.18,2.88,4.55,4.89,3.24,2.75,-999.0,-999.0,-999.0,-999.0
