-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2025 in LST
Location: Latitude  23.0225   Longitude 72.5714 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 46.53 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
IMERG_PRECTOT         MERRA-2 Total Precipitation (mm/day) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
RH2M,2009,34.07,26.29,29.41,23.42,34.16,45.89,76.36,78.5,73.47,43.99,38.63,32.56,44.87
RH2M,2010,26.06,22.49,25.72,27.01,32.78,51.58,80.33,88.58,84.31,74.98,76.06,58.34,54.22
RH2M,2011,41.68,37.28,23.55,19.94,40.28,47.07,77.05,86.26,85.56,65.55,48.52,35.55,50.81
RH2M,2012,30.55,19.91,21.26,29.11,39.31,49.89,61.7,70.83,82.96,58.67,44.16,36.15,45.45
RH2M,2013,24.32,29.37,21.25,31.13,34.33,65.73,84.85,86.16,80.43,74.02,61.05,47.0,53.43
RH2M,2014,43.78,35.25,26.02,25.86,33.31,43.21,63.86,84.28,82.53,64.18,48.79,34.5,48.89
RH2M,2015,39.67,28.65,32.14,36.22,35.0,58.01,70.4,81.15,68.67,46.85,33.79,19.34,45.93
RH2M,2016,26.97,22.32,24.74,30.29,35.64,46.93,68.59,81.14,74.8,62.53,38.24,31.4,45.4
RH2M,2017,30.8,22.71,21.86,27.89,31.93,55.98,81.04,85.84,81.25,57.81,41.85,40.89,48.49
RH2M,2018,26.73,24.49,22.35,26.3,32.85,45.69,72.98,77.73,70.87,42.35,29.31,25.38,41.54
RH2M,2019,23.62,28.46,24.45,25.1,36.43,50.28,66.48,86.09,89.12,81.47,79.74,68.73,55.15
RH2M,2020,54.9,34.23,34.2,25.92,33.62,63.14,75.96,86.36,84.93,71.4,62.22,51.03,56.59
RH2M,2021,39.82,28.6,23.84,26.39,42.39,61.61,70.07,66.12,84.05,70.99,56.91,52.59,52.08
RH2M,2022,46.74,31.17,20.36,24.46,35.75,50.03,82.28,85.45,84.85,67.39,49.92,44.87,52.11
RH2M,2023,37.19,24.53,33.39,30.39,38.01,60.58,85.4,83.44,80.42,64.91,52.04,53.58,53.87
RH2M,2024,41.08,29.47,24.72,26.76,30.43,48.95,76.47,84.19,87.36,80.76,64.59,58.08,54.51
RH2M,2025,43.85,30.25,20.44,24.01,50.77,67.77,84.88,84.36,84.69,-999.0,-999.0,-999.0,-999.0
T2M,2000,21.16,21.75,26.75,33.3,34.12,34.69,29.12,28.66,30.58,30.75,26.48,22.36,28.31
T2M,2001,20.25,22.94,27.88,32.35,34.56,31.52,28.77,28.82,31.26,30.23,25.73,22.33,28.07
T2M,2002,19.45,22.66,28.83,32.55,35.56,33.92,31.17,29.77,29.75,30.35,26.52,22.79,28.64
T2M,2003,21.49,23.63,27.6,32.94,34.51,32.91,28.95,27.61,27.04,25.73,24.83,20.49,27.32
T2M,2004,20.48,23.53,29.81,32.89,33.95,33.13,30.63,27.06,27.69,25.95,25.32,21.95,27.7
T2M,2005,19.31,22.65,27.9,31.58,34.58,34.17,28.22,27.55,27.88,25.72,22.77,19.3,26.81
T2M,2006,20.09,26.57,27.55,31.9,35.33,32.75,29.06,26.92,27.44,26.21,22.89,21.04,27.3
T2M,2007,20.42,24.33,28.09,33.7,35.24,33.29,28.47,27.74,27.55,24.68,23.47,20.28,27.27
T2M,2008,18.81,20.5,28.92,32.13,33.95,32.35,30.16,27.77,27.86,27.58,24.38,23.55,27.35
T2M,2009,22.3,24.33,28.3,31.8,35.6,34.9,30.02,28.79,28.82,28.66,25.07,22.61,28.45
T2M,2010,21.29,23.38,29.61,33.77,36.26,34.18,29.3,27.82,27.29,26.47,23.67,18.64,27.65
T2M,2011,17.79,22.5,28.12,32.64,34.67,35.13,29.31,27.82,26.94,26.65,25.48,20.77,27.33
T2M,2012,18.72,21.28,26.69,32.36,34.46,34.17,31.64,29.72,27.56,27.01,23.01,22.1,27.41
T2M,2013,19.56,23.59,27.82,31.74,35.13,31.65,28.13,27.29,28.03,26.08,21.84,19.18,26.68
T2M,2014,18.46,21.63,27.53,32.35,35.01,35.51,31.66,27.83,27.37,27.04,25.76,19.48,27.49
T2M,2015,19.45,24.14,27.4,32.23,35.28,32.71,30.22,28.26,29.02,29.45,26.42,21.3,28.0
T2M,2016,21.58,24.0,29.38,32.23,35.89,34.59,30.51,28.25,28.13,26.8,23.48,22.12,28.09
T2M,2017,20.84,24.31,28.27,32.21,35.76,33.66,28.38,27.6,27.59,27.25,23.32,20.62,27.49
T2M,2018,21.42,25.14,29.07,32.95,35.57,35.36,29.85,28.23,27.73,29.19,25.69,20.12,28.36
T2M,2019,19.35,22.3,27.19,33.33,34.26,34.38,31.37,27.74,27.62,25.71,23.54,18.61,27.13
T2M,2020,17.49,22.18,26.12,33.51,35.72,32.13,30.13,28.28,27.93,26.56,21.42,20.26,26.81
T2M,2021,19.58,23.83,29.44,32.76,33.99,32.14,30.44,30.11,28.25,26.48,23.47,20.36,27.58
T2M,2022,18.83,23.18,29.94,33.83,35.41,33.91,28.52,27.66,27.42,25.83,23.46,21.53,27.47
T2M,2023,18.95,24.31,28.1,31.39,34.14,31.81,28.77,27.45,28.22,26.77,23.99,21.19,27.09
T2M,2024,20.14,23.85,27.44,32.65,36.36,34.93,30.42,28.29,27.37,26.74,22.53,17.94,27.39
T2M,2025,19.59,24.09,29.11,33.54,33.37,31.25,28.28,27.98,27.2,-999.0,-999.0,-999.0,-999.0
WS2M,2000,2.03,2.2,2.36,2.89,3.31,4.13,3.43,2.78,1.94,1.47,1.83,1.86,2.52
WS2M,2001,2.12,2.04,2.3,2.35,4.09,3.74,3.44,2.87,2.11,1.52,1.84,1.75,2.52
WS2M,2002,2.11,2.23,1.93,2.46,3.99,3.9,4.36,3.11,2.24,1.36,1.59,1.79,2.59
WS2M,2003,2.18,2.17,2.27,2.44,3.62,4.32,3.35,2.75,2.06,1.31,1.29,1.78,2.46
WS2M,2004,2.03,1.92,2.02,2.69,3.29,4.05,3.46,3.04,1.58,1.29,1.42,1.7,2.38
WS2M,2005,2.03,2.1,2.18,2.31,3.02,3.65,3.2,2.71,1.91,1.2,1.22,1.72,2.27
WS2M,2006,1.88,1.72,1.99,2.26,3.57,3.18,3.69,3.23,1.7,1.18,1.48,1.81,2.31
WS2M,2007,1.96,1.82,2.31,2.43,3.43,3.9,3.22,2.44,1.65,1.25,1.29,1.84,2.3
WS2M,2008,2.05,2.08,1.81,2.3,4.02,4.41,3.6,2.71,1.69,1.32,1.78,1.79,2.46
WS2M,2009,2.12,1.93,1.82,2.38,3.24,3.9,3.71,2.92,2.01,1.55,1.58,1.63,2.4
WS2M,2010,1.9,1.91,2.2,2.58,3.67,3.85,3.04,2.48,1.91,1.3,1.68,1.56,2.34
WS2M,2011,1.95,1.86,2.22,2.19,3.8,4.57,3.07,2.8,2.14,1.37,1.71,1.84,2.46
WS2M,2012,2.07,2.31,2.13,2.63,3.37,4.44,4.05,2.97,2.02,1.53,2.04,2.0,2.63
WS2M,2013,2.35,2.32,2.12,2.42,3.52,3.38,3.21,2.83,2.1,1.26,1.56,1.64,2.39
WS2M,2014,2.01,1.82,2.05,1.94,3.11,4.77,3.77,2.54,1.78,1.23,1.4,2.0,2.37
WS2M,2015,1.87,1.85,1.97,2.58,3.35,3.78,4.43,2.54,2.0,1.41,1.58,1.91,2.44
WS2M,2016,1.65,1.95,2.11,2.48,3.57,3.9,3.47,2.78,2.02,1.24,1.51,1.77,2.37
WS2M,2017,1.91,1.96,2.1,2.63,3.12,3.77,3.82,2.69,1.52,1.25,1.51,2.12,2.37
WS2M,2018,1.66,1.66,1.94,2.32,2.87,4.48,3.54,3.21,1.94,1.18,1.54,2.01,2.37
WS2M,2019,2.04,2.26,2.16,2.38,3.1,3.6,4.04,3.03,1.92,1.65,1.43,2.16,2.48
WS2M,2020,2.11,1.91,2.0,2.39,3.31,2.99,3.02,3.04,1.51,1.33,1.72,1.71,2.26
WS2M,2021,1.75,1.76,1.95,2.11,3.34,3.65,3.92,3.18,2.37,1.42,1.93,1.8,2.44
WS2M,2022,1.92,1.63,2.19,2.75,3.73,3.97,3.29,2.49,2.07,1.48,1.46,1.86,2.41
WS2M,2023,2.08,1.76,1.72,2.05,3.07,3.94,2.87,3.24,2.29,1.26,1.7,1.98,2.33
WS2M,2024,1.8,2.02,2.16,2.42,3.27,3.54,3.33,3.17,2.15,1.31,1.27,1.87,2.36
WS2M,2025,1.96,1.88,2.06,2.81,2.56,3.34,3.01,2.43,2.2,-999.0,-999.0,-999.0,-999.0
