-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2025 in LST
Location: Latitude  33.61   Longitude -101.82 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 977.33 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
IMERG_PRECTOT         MERRA-2 Total Precipitation (mm/day) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2024,11.17,14.63,18.45,23.33,25.3,27.02,26.41,25.27,20.09,17.45,12.34,10.95,19.38
ALLSKY_SFC_SW_DWN,2025,12.41,15.08,20.6,21.62,25.33,25.56,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2000,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2001,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2002,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2003,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2004,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2005,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2006,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2007,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2008,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2009,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2010,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2011,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2012,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2013,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2014,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2015,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2016,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2017,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2018,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2019,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2020,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2021,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2022,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2023,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2024,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2025,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
RH2M,2000,48.45,43.08,50.89,42.08,35.66,62.11,41.22,36.01,31.59,64.26,65.56,63.3,48.7
RH2M,2001,66.52,65.06,61.48,41.67,48.95,39.35,35.84,51.13,52.27,44.11,62.07,54.72,51.86
RH2M,2002,51.18,45.71,41.81,48.92,42.91,48.67,57.62,47.85,48.32,65.68,56.89,60.84,51.42
RH2M,2003,59.57,57.6,47.28,36.16,40.17,57.74,43.88,44.0,53.14,50.89,50.3,46.03,48.82
RH2M,2004,60.34,58.56,56.4,56.52,42.58,55.51,54.39,62.09,59.39,67.91,76.0,66.11,59.63
RH2M,2005,73.75,71.99,58.26,46.17,59.18,49.95,52.35,61.68,51.51,62.83,46.1,50.4,56.99
RH2M,2006,42.48,45.24,47.33,40.56,42.85,39.51,41.85,57.04,60.04,59.72,54.86,61.86,49.49
RH2M,2007,68.28,55.41,59.17,57.01,67.85,65.21,64.14,64.62,66.5,50.2,54.03,57.45,60.87
RH2M,2008,50.09,47.3,44.16,35.67,43.98,42.47,53.78,59.8,64.45,61.04,53.38,51.31,50.66
RH2M,2009,48.44,44.55,43.07,40.44,50.48,48.65,51.61,46.1,59.12,56.14,51.84,60.95,50.16
RH2M,2010,59.88,68.81,52.72,52.97,51.03,53.71,71.23,51.79,60.35,51.22,47.18,52.82,56.07
RH2M,2011,51.42,46.9,41.59,26.24,25.88,27.56,33.17,33.6,38.78,46.86,46.92,66.8,40.49
RH2M,2012,44.94,54.9,45.59,39.75,41.18,46.13,43.13,41.48,48.59,50.0,46.94,45.87,45.66
RH2M,2013,56.64,49.23,39.16,36.16,39.03,48.04,50.75,48.56,49.01,49.78,56.75,55.68,48.23
RH2M,2014,45.57,49.98,38.63,34.27,38.32,55.51,53.01,46.14,71.57,54.07,57.03,67.1,50.9
RH2M,2015,65.1,58.17,56.77,47.82,63.02,61.21,55.3,50.73,53.11,62.86,63.0,58.4,57.97
RH2M,2016,61.23,48.45,44.22,48.03,52.2,55.64,41.64,56.9,66.89,55.46,60.7,58.37,54.14
RH2M,2017,57.97,48.34,49.94,50.17,39.84,52.07,50.62,62.15,54.72,54.56,53.0,53.68,52.28
RH2M,2018,45.6,51.6,41.52,38.48,39.45,43.25,43.45,48.33,65.95,70.37,56.95,64.0,50.73
RH2M,2019,57.97,53.97,55.19,49.17,57.24,52.84,45.9,44.98,57.3,50.3,58.5,54.01,53.09
RH2M,2020,53.44,55.35,54.22,43.25,42.23,42.88,41.25,39.31,51.87,43.12,47.77,44.33,46.54
RH2M,2021,56.28,49.08,42.38,42.33,60.78,56.33,58.68,55.09,45.95,44.99,48.91,42.23,50.28
RH2M,2022,46.4,41.62,32.92,29.07,34.48,40.77,32.97,51.13,50.56,55.14,59.78,55.32,44.19
RH2M,2023,49.72,46.28,40.67,35.7,54.45,48.29,39.96,34.98,47.93,54.1,57.72,56.73,47.22
RH2M,2024,59.57,48.32,46.95,38.52,44.64,50.32,46.0,37.56,55.5,41.45,60.55,55.1,48.68
RH2M,2025,56.64,48.26,34.98,46.81,45.67,56.26,56.65,48.64,51.89,-999.0,-999.0,-999.0,-999.0
T2M,2000,6.13,10.14,12.44,17.09,24.42,24.29,28.66,28.8,25.23,16.78,5.23,1.93,16.78
T2M,2001,2.71,7.04,9.15,17.85,22.34,27.82,30.82,27.21,22.65,16.96,11.16,4.98,16.77
T2M,2002,4.9,5.17,9.71,17.9,22.3,27.01,26.57,28.06,23.09,14.9,7.9,4.46,16.05
T2M,2003,4.9,5.79,12.02,17.65,22.57,24.31,28.5,28.34,22.23,18.33,11.02,6.0,16.87
T2M,2004,5.87,5.23,13.12,15.74,23.07,25.17,26.5,24.61,22.16,16.27,7.66,4.29,15.84
T2M,2005,6.05,6.84,9.76,15.25,20.24,26.3,27.29,25.39,24.51,16.14,10.43,4.95,16.14
T2M,2006,7.75,7.13,11.96,18.78,23.8,27.41,29.06,26.64,20.14,15.78,10.37,4.04,16.96
T2M,2007,1.31,6.14,12.62,13.41,18.91,23.31,25.02,25.81,23.18,17.82,9.89,4.73,15.23
T2M,2008,3.97,8.1,11.3,16.07,21.63,27.87,26.57,25.23,20.35,15.63,9.59,4.93,15.95
T2M,2009,4.79,8.82,12.42,16.27,21.17,26.51,27.33,27.73,21.15,14.82,10.79,2.06,16.19
T2M,2010,3.04,2.78,9.91,15.64,21.03,27.48,25.12,27.31,23.51,16.73,9.3,6.3,15.75
T2M,2011,3.67,5.37,13.61,19.09,22.41,30.43,31.45,31.44,23.3,16.92,9.79,3.3,17.63
T2M,2012,6.42,6.34,14.33,19.8,23.2,27.55,28.76,28.16,23.22,15.87,12.03,5.66,17.64
T2M,2013,3.79,6.12,11.77,16.17,21.76,27.19,26.48,27.55,24.29,16.47,8.54,3.2,16.16
T2M,2014,3.83,5.79,10.95,16.7,21.74,26.09,26.6,27.61,21.56,17.51,7.03,5.93,16.01
T2M,2015,3.02,5.83,11.3,16.85,19.39,25.18,27.4,27.52,25.03,17.01,9.51,5.86,16.21
T2M,2016,4.51,8.77,13.45,16.69,20.51,26.17,30.5,26.15,22.6,19.31,11.97,5.06,17.16
T2M,2017,5.43,10.04,14.76,17.13,21.35,26.68,27.97,25.09,23.06,16.36,12.35,5.05,17.13
T2M,2018,4.12,7.04,13.41,15.89,25.8,29.02,28.83,27.85,22.21,15.19,7.5,4.46,16.84
T2M,2019,5.15,7.6,9.97,16.93,20.41,25.5,28.33,29.99,25.8,14.38,8.3,6.67,16.63
T2M,2020,6.1,5.72,13.56,16.71,23.28,27.24,30.32,29.42,22.2,16.36,12.32,5.61,17.44
T2M,2021,4.54,3.33,12.28,15.44,20.67,26.37,26.57,26.91,25.13,18.7,11.57,10.68,16.93
T2M,2022,4.11,4.44,11.62,18.91,24.64,28.49,31.61,27.7,24.63,16.81,8.13,5.92,17.33
T2M,2023,6.04,7.45,12.13,16.6,21.95,26.74,30.34,30.58,26.12,17.21,10.63,7.13,17.8
T2M,2024,2.92,9.7,12.94,17.47,23.56,28.7,28.66,30.63,23.63,20.87,11.02,7.84,18.19
T2M,2025,1.99,6.95,14.24,18.49,21.84,26.79,27.55,28.56,24.14,-999.0,-999.0,-999.0,-999.0
WS2M,2000,3.48,3.73,4.27,4.1,4.22,3.71,3.33,3.21,3.17,3.21,2.85,3.3,3.55
WS2M,2001,3.25,3.38,3.14,4.4,3.57,3.96,3.59,2.72,2.84,3.39,3.22,3.11,3.38
WS2M,2002,3.23,3.7,4.15,3.95,4.32,3.96,2.99,3.43,2.79,2.9,3.08,3.24,3.48
WS2M,2003,3.17,3.52,3.62,4.35,3.77,3.37,3.49,3.13,3.23,2.9,3.53,3.64,3.47
WS2M,2004,3.22,3.45,3.78,3.89,4.11,3.45,3.03,2.59,3.1,3.04,3.35,3.27,3.36
WS2M,2005,3.15,2.99,3.92,4.08,3.5,3.97,3.07,2.54,2.88,2.8,3.26,3.22,3.28
WS2M,2006,3.81,3.64,4.04,4.15,3.49,3.39,2.97,2.54,2.78,3.3,3.25,3.28,3.38
WS2M,2007,3.12,3.85,3.34,4.02,3.22,3.0,2.42,3.17,2.84,3.35,2.88,3.46,3.22
WS2M,2008,3.8,3.82,4.29,4.4,3.98,4.18,3.27,2.6,2.32,3.14,3.09,3.8,3.56
WS2M,2009,3.53,3.93,3.97,4.47,3.36,3.16,2.81,3.16,2.68,3.39,2.78,2.9,3.34
WS2M,2010,3.27,3.08,4.13,4.45,3.9,3.91,3.01,2.89,3.01,2.78,3.44,3.26,3.43
WS2M,2011,2.97,3.83,3.56,4.68,4.37,4.53,3.44,3.07,2.67,3.37,3.51,3.41,3.61
WS2M,2012,3.62,3.87,3.98,3.95,3.62,3.78,3.11,2.76,2.82,3.18,2.99,3.45,3.43
WS2M,2013,3.14,3.73,3.86,4.14,3.96,4.0,3.32,2.83,3.01,3.3,3.44,3.22,3.49
WS2M,2014,3.77,3.47,4.27,4.45,3.77,4.08,3.19,2.83,2.85,2.78,3.39,3.26,3.51
WS2M,2015,3.33,3.64,2.78,3.97,3.87,3.31,3.04,2.87,3.03,3.06,3.37,3.71,3.33
WS2M,2016,3.14,3.48,4.08,3.77,3.84,3.34,3.61,2.94,2.96,3.18,3.23,3.53,3.43
WS2M,2017,3.69,3.94,3.89,4.3,4.15,3.36,2.88,2.4,3.16,3.52,3.26,3.25,3.48
WS2M,2018,3.31,3.7,3.95,4.56,4.22,4.03,2.97,3.11,2.86,3.18,3.24,3.32,3.53
WS2M,2019,3.55,4.04,3.75,3.84,3.95,3.52,3.13,3.18,3.06,3.34,3.4,3.11,3.49
WS2M,2020,3.39,3.63,3.76,3.94,3.83,4.28,3.28,3.2,2.7,3.6,3.47,3.51,3.55
WS2M,2021,3.38,3.47,4.34,4.06,4.4,3.33,2.58,2.99,3.07,3.27,3.04,3.6,3.46
WS2M,2022,3.52,3.67,4.0,4.38,4.15,3.99,3.22,2.67,2.74,2.79,3.43,3.24,3.48
WS2M,2023,3.8,4.27,3.98,4.02,3.32,3.06,3.18,2.87,2.64,2.97,2.9,3.28,3.35
WS2M,2024,3.33,3.86,3.65,4.19,3.91,3.91,3.02,2.99,2.72,3.37,3.16,2.92,3.42
WS2M,2025,3.35,3.34,4.38,4.43,3.62,3.62,2.92,2.97,2.75,-999.0,-999.0,-999.0,-999.0
