-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2025 in LST
Location: Latitude  39.32   Longitude -96.73 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 396.47 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
IMERG_PRECTOT         MERRA-2 Total Precipitation (mm/day) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2012,9.19,11.08,15.65,19.63,24.62,26.59,25.64,21.13,17.53,12.79,10.29,6.94,16.77
ALLSKY_SFC_SW_DWN,2013,8.31,11.15,14.23,16.48,19.45,23.53,21.42,20.07,18.57,13.43,9.62,7.41,15.32
ALLSKY_SFC_SW_DWN,2014,8.64,10.47,16.53,17.33,22.6,22.31,25.05,20.95,16.57,13.68,9.71,5.23,15.79
ALLSKY_SFC_SW_DWN,2015,8.38,11.06,17.03,18.44,17.5,22.27,22.18,21.16,17.24,13.67,8.78,6.49,15.37
ALLSKY_SFC_SW_DWN,2016,7.6,12.86,15.28,19.83,20.58,26.49,22.23,19.69,17.44,12.89,9.2,7.48,15.96
ALLSKY_SFC_SW_DWN,2017,7.7,11.84,13.64,16.11,23.38,25.69,24.49,21.17,16.86,12.12,8.62,7.69,15.8
ALLSKY_SFC_SW_DWN,2018,8.39,10.78,14.15,17.45,22.51,24.23,23.91,19.86,15.27,10.63,7.81,7.16,15.21
ALLSKY_SFC_SW_DWN,2019,7.38,10.49,14.41,19.77,18.61,24.89,24.81,18.39,17.14,12.3,9.22,7.37,15.41
ALLSKY_SFC_SW_DWN,2020,7.14,11.87,13.49,19.25,18.67,25.95,22.74,23.04,16.1,12.46,9.94,8.05,15.72
ALLSKY_SFC_SW_DWN,2021,7.3,11.1,14.65,19.25,17.95,24.68,23.24,21.69,17.42,12.55,9.19,8.11,15.61
ALLSKY_SFC_SW_DWN,2022,8.96,13.42,14.86,19.33,19.69,24.67,22.41,22.48,18.29,14.45,9.37,6.99,16.25
ALLSKY_SFC_SW_DWN,2023,6.85,12.47,14.4,21.89,22.04,24.48,22.16,22.26,18.42,12.69,9.15,6.41,16.11
ALLSKY_SFC_SW_DWN,2024,7.69,12.72,15.86,20.56,21.75,24.47,23.37,20.15,18.61,14.95,8.54,7.19,16.32
ALLSKY_SFC_SW_DWN,2025,9.68,11.09,16.41,18.02,22.56,23.44,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2000,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2001,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2002,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2003,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2004,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2005,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2006,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2007,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2008,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2009,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2010,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2011,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2012,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2013,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2014,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2015,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2016,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2017,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2018,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2019,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2020,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2021,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2022,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2023,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2024,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2025,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
RH2M,2000,68.46,69.64,66.33,62.22,60.6,60.05,58.77,45.08,40.07,62.45,68.78,75.77,61.51
RH2M,2001,79.25,83.87,73.71,67.96,66.84,70.87,60.3,53.89,64.93,62.78,70.05,68.08,68.42
RH2M,2002,66.46,67.1,61.91,62.23,64.13,58.64,50.55,54.0,51.52,73.13,72.23,73.05,62.9
RH2M,2003,70.53,72.68,67.92,66.44,66.2,67.55,47.43,48.56,61.94,63.72,69.95,76.89,64.9
RH2M,2004,74.8,86.02,72.55,67.11,70.01,70.08,75.16,62.99,54.41,62.9,71.82,73.32,70.06
RH2M,2005,86.4,78.02,66.68,68.26,64.67,74.9,60.51,67.18,66.6,67.9,66.76,79.06,70.53
RH2M,2006,70.06,59.64,66.94,60.43,62.05,55.16,53.49,65.19,65.93,64.14,69.2,73.24,63.84
RH2M,2007,77.75,78.11,75.54,70.99,77.88,79.46,72.84,70.1,67.85,72.62,69.5,90.56,75.28
RH2M,2008,81.74,77.65,74.69,72.64,72.08,73.28,71.79,68.61,74.59,73.51,77.04,77.69,74.59
RH2M,2009,73.95,69.77,68.51,68.38,67.52,72.05,65.74,65.15,72.15,74.53,80.4,86.5,72.06
RH2M,2010,86.67,80.44,78.26,69.45,73.56,76.93,76.61,58.49,67.38,57.58,68.2,75.1,72.34
RH2M,2011,81.7,71.92,73.81,61.56,62.45,66.77,56.97,63.69,52.81,52.13,66.82,80.6,65.93
RH2M,2012,69.01,73.96,70.16,67.47,56.2,55.46,42.16,49.47,52.72,57.32,63.95,69.85,60.58
RH2M,2013,69.83,70.27,65.16,65.27,72.45,65.32,56.51,74.23,60.5,64.92,66.88,74.01,67.12
RH2M,2014,65.72,71.1,58.67,57.83,61.83,75.45,56.02,59.74,65.44,66.69,62.78,78.08,64.89
RH2M,2015,68.68,71.17,63.26,62.66,74.86,78.81,77.51,67.38,62.9,56.52,68.25,84.62,69.72
RH2M,2016,83.14,72.74,68.29,65.98,74.58,69.43,69.92,71.89,72.15,73.34,71.92,70.09,71.97
RH2M,2017,77.38,70.18,65.92,74.0,71.7,67.1,56.22,61.58,56.12,67.03,70.1,67.34,67.03
RH2M,2018,71.68,67.04,65.28,60.41,64.01,60.56,58.65,66.21,80.09,78.72,82.15,86.23,70.1
RH2M,2019,83.47,84.04,79.58,73.98,81.17,80.37,80.89,84.39,82.14,74.19,77.85,83.2,80.43
RH2M,2020,84.59,75.82,77.35,69.27,75.67,70.45,77.17,67.89,64.34,57.74,66.32,71.33,71.51
RH2M,2021,78.82,73.66,70.28,66.88,74.53,66.14,64.37,60.67,59.11,63.21,65.47,67.82,67.56
RH2M,2022,64.95,54.22,60.11,52.08,67.94,68.33,67.42,54.61,52.21,48.72,64.21,70.36,60.49
RH2M,2023,78.61,66.27,67.65,56.52,63.58,57.89,59.79,55.97,53.05,58.48,65.05,76.0,63.27
RH2M,2024,90.06,69.98,65.61,57.33,68.9,70.28,60.28,57.36,50.04,46.46,73.57,77.3,65.6
RH2M,2025,75.0,70.53,59.29,61.98,60.8,69.04,68.27,61.65,68.57,-999.0,-999.0,-999.0,-999.0
T2M,2000,-0.8,3.77,7.46,12.04,20.32,23.15,27.25,29.86,22.89,15.55,1.76,-6.46,13.1
T2M,2001,-1.61,-3.77,3.4,14.56,18.79,22.57,28.86,26.69,19.55,12.7,9.43,1.78,12.84
T2M,2002,-0.29,0.83,2.79,13.42,17.27,25.95,29.16,26.83,22.13,9.2,3.95,0.89,12.73
T2M,2003,-2.42,-1.4,5.25,12.9,17.24,22.09,28.97,28.3,18.23,14.02,4.16,-0.14,12.36
T2M,2004,-3.45,-2.83,7.44,12.68,19.42,21.67,23.95,23.21,22.48,14.5,6.6,0.3,12.21
T2M,2005,-4.73,1.89,6.11,13.05,18.0,23.88,26.4,25.44,21.84,13.26,6.67,-2.39,12.5
T2M,2006,3.29,0.16,6.22,15.38,19.05,25.18,28.25,25.88,17.78,11.53,5.88,1.83,13.45
T2M,2007,-3.07,-2.54,9.88,10.2,19.22,22.09,25.39,27.35,20.79,14.43,5.31,-4.34,12.15
T2M,2008,-3.8,-2.31,3.8,9.18,17.34,22.95,25.67,24.04,18.82,12.2,4.64,-3.26,10.81
T2M,2009,-3.13,1.38,5.44,10.9,17.73,23.86,24.15,23.87,18.63,9.06,7.5,-5.04,11.23
T2M,2010,-5.35,-2.58,5.58,14.22,16.89,24.77,26.31,27.66,21.03,14.54,4.87,-1.92,12.25
T2M,2011,-5.2,-1.87,5.1,12.55,18.03,24.51,30.14,26.63,18.92,14.4,4.86,-0.42,12.39
T2M,2012,0.38,1.07,12.88,15.0,21.56,26.16,30.93,25.48,20.35,12.1,6.91,0.66,14.5
T2M,2013,-1.21,0.07,3.55,9.46,17.1,23.66,26.56,24.4,22.34,12.26,3.82,-3.58,11.59
T2M,2014,-3.94,-3.76,3.33,11.83,19.08,23.47,25.32,26.85,20.54,13.72,2.28,0.35,11.68
T2M,2015,-1.54,-3.82,6.96,13.66,17.1,23.56,25.15,24.11,23.36,14.96,7.99,0.97,12.79
T2M,2016,-2.44,2.58,9.09,13.38,16.93,25.32,26.73,24.66,21.54,15.41,8.99,-2.17,13.35
T2M,2017,-1.55,4.23,7.61,12.62,17.14,24.08,28.32,23.64,22.83,13.54,6.17,-0.5,13.22
T2M,2018,-3.31,-1.66,6.06,8.5,23.17,27.11,27.19,25.39,20.34,10.85,1.19,-0.62,12.11
T2M,2019,-2.66,-4.42,2.92,12.32,16.35,22.2,24.73,23.81,22.84,9.1,3.14,0.54,10.99
T2M,2020,-1.71,0.2,7.39,10.68,16.05,25.21,25.92,24.38,19.1,11.35,7.61,0.87,12.28
T2M,2021,-0.61,-5.24,8.39,11.13,16.89,25.32,26.72,27.46,23.15,15.24,7.21,3.25,13.36
T2M,2022,-2.55,-0.68,5.65,12.17,18.75,24.46,26.35,27.2,22.76,14.04,4.43,-1.79,12.64
T2M,2023,-0.84,1.02,4.51,12.42,19.75,24.95,27.07,27.54,23.54,14.51,6.73,2.56,13.71
T2M,2024,-5.78,5.24,7.64,14.16,18.92,25.02,26.7,26.18,23.03,17.13,7.38,1.11,13.9
T2M,2025,-4.7,-2.49,9.36,13.66,18.23,24.78,27.52,25.69,21.76,-999.0,-999.0,-999.0,-999.0
WS2M,2000,3.15,3.92,3.46,3.77,3.61,3.6,2.81,2.87,3.75,3.39,3.25,3.49,3.42
WS2M,2001,3.03,3.35,2.82,4.38,3.82,3.57,3.15,2.72,2.68,3.62,3.34,3.34,3.32
WS2M,2002,3.55,3.93,4.03,4.25,3.66,3.9,3.18,3.0,3.08,2.94,2.72,2.76,3.41
WS2M,2003,3.32,2.96,3.99,4.13,2.98,2.87,3.37,2.64,3.24,3.09,3.24,3.53,3.28
WS2M,2004,3.55,3.58,3.95,3.55,4.07,3.0,2.64,2.76,3.69,3.47,3.19,3.34,3.4
WS2M,2005,2.93,3.04,3.71,4.01,3.4,3.52,3.08,2.44,3.36,3.27,3.73,3.39,3.32
WS2M,2006,3.71,3.49,4.43,4.05,3.48,3.23,3.07,2.7,3.16,3.46,3.21,3.18,3.43
WS2M,2007,3.64,3.73,3.99,3.71,3.45,3.05,2.59,3.02,3.56,3.61,3.12,3.05,3.37
WS2M,2008,3.7,3.49,3.49,4.22,3.8,3.17,2.98,2.54,2.99,3.57,3.62,4.0,3.46
WS2M,2009,3.66,3.98,4.16,3.99,3.19,2.8,2.6,3.16,2.66,3.69,3.16,3.59,3.38
WS2M,2010,3.06,3.01,3.83,3.91,3.28,3.08,2.69,2.85,3.38,3.13,3.65,3.16,3.25
WS2M,2011,3.21,3.82,3.55,4.28,3.84,3.49,2.59,2.33,2.75,3.49,3.67,3.14,3.34
WS2M,2012,3.57,3.58,3.77,3.8,4.0,3.67,2.83,2.71,2.62,3.29,3.22,3.25,3.36
WS2M,2013,3.19,3.84,3.85,3.91,3.69,3.67,2.85,2.6,3.41,3.55,3.71,3.2,3.45
WS2M,2014,4.33,3.59,4.39,4.4,3.31,3.47,2.9,2.64,3.18,3.08,3.92,3.19,3.53
WS2M,2015,3.36,3.54,3.12,3.65,3.47,2.8,2.36,2.65,3.45,3.03,3.87,3.42,3.22
WS2M,2016,3.15,3.97,3.93,4.11,2.99,2.74,2.82,2.62,3.35,3.44,3.13,3.12,3.28
WS2M,2017,3.34,3.44,4.4,3.95,3.48,3.19,2.75,2.46,3.25,4.0,3.25,3.65,3.43
WS2M,2018,3.52,3.8,4.22,4.03,2.85,3.62,2.17,2.82,2.98,2.91,3.1,3.11,3.25
WS2M,2019,3.38,3.8,3.82,3.64,3.1,2.81,2.82,2.37,3.45,3.44,3.46,3.19,3.27
WS2M,2020,3.47,3.43,3.51,3.59,3.14,3.68,2.55,2.53,2.96,3.44,3.69,3.05,3.25
WS2M,2021,3.18,3.47,4.23,3.78,3.22,2.62,2.58,3.18,3.12,3.36,3.13,3.42,3.27
WS2M,2022,3.6,4.16,4.34,4.82,3.72,2.98,2.52,2.49,3.0,3.0,3.81,3.91,3.52
WS2M,2023,3.27,3.64,4.09,4.01,2.71,2.23,2.37,2.45,2.9,3.73,3.04,3.05,3.12
WS2M,2024,2.99,3.58,3.94,4.15,3.16,3.26,2.57,2.48,2.74,3.41,3.3,2.97,3.21
WS2M,2025,3.3,3.7,4.37,3.87,2.99,3.12,2.61,2.51,2.33,-999.0,-999.0,-999.0,-999.0
