-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2025 in LST
Location: Latitude  40.784   Longitude -96.688 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 421.79 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
IMERG_PRECTOT         MERRA-2 Total Precipitation (mm/day) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
RH2M,2003,71.11,72.95,65.89,65.13,66.62,70.18,52.62,50.77,57.77,63.0,71.28,77.87,65.36
RH2M,2004,76.5,87.09,71.55,62.24,67.91,67.91,70.88,59.85,55.1,62.7,71.51,75.08,68.98
RH2M,2005,82.95,75.34,65.52,65.89,64.54,68.03,53.88,61.06,59.17,64.12,66.03,82.16,67.35
RH2M,2006,73.3,61.34,72.31,62.43,60.14,55.76,51.86,69.9,69.85,68.62,70.35,77.41,66.16
RH2M,2007,80.3,78.4,76.04,69.12,73.97,74.16,66.43,77.73,70.8,75.19,70.46,89.04,75.15
RH2M,2008,80.86,77.16,70.65,71.09,69.64,74.44,78.47,66.7,71.72,72.95,78.38,82.47,74.54
RH2M,2009,78.57,73.08,71.98,67.59,63.12,72.03,62.77,64.58,69.06,75.64,77.32,88.15,71.99
RH2M,2010,91.32,81.25,78.37,68.12,69.63,77.3,78.45,65.35,67.49,59.39,67.98,77.88,73.52
RH2M,2011,82.57,69.36,73.87,63.97,65.0,70.96,68.7,68.34,58.04,55.81,63.36,77.49,68.16
RH2M,2012,64.69,73.06,64.31,59.54,57.6,58.91,40.58,46.43,45.71,57.21,65.18,74.3,58.9
RH2M,2013,73.45,71.67,66.3,66.33,72.34,71.93,56.32,64.67,58.61,67.72,68.89,75.36,67.78
RH2M,2014,66.36,70.11,60.3,60.67,65.68,73.66,63.07,69.5,75.02,69.53,69.04,82.9,68.8
RH2M,2015,76.89,74.11,64.32,65.54,73.4,77.93,75.86,70.94,69.31,62.62,71.67,85.62,72.35
RH2M,2016,85.99,75.99,70.02,67.74,72.14,68.28,68.54,69.77,69.85,73.98,71.66,70.83,72.07
RH2M,2017,79.83,70.7,67.61,70.2,67.36,61.92,60.35,66.9,61.53,70.11,73.25,70.5,68.35
RH2M,2018,78.7,73.73,71.47,65.43,66.54,65.87,67.25,69.67,77.5,74.82,78.52,90.34,73.33
RH2M,2019,81.43,83.38,79.77,73.14,76.19,77.52,79.38,80.31,76.52,71.33,75.81,84.33,78.24
RH2M,2020,85.37,73.39,76.37,66.27,71.35,69.21,72.64,61.33,60.49,60.05,68.52,74.81,70.01
RH2M,2021,81.31,76.67,71.04,67.8,72.89,65.71,64.31,60.25,65.1,65.66,67.88,70.43,69.05
RH2M,2022,67.54,57.91,60.16,53.55,66.46,62.1,60.3,50.84,51.33,48.14,59.42,70.25,59.04
RH2M,2023,82.65,67.14,67.73,53.32,57.38,52.69,64.57,60.31,56.27,62.73,63.38,77.64,63.87
RH2M,2024,89.44,67.01,62.59,58.4,65.64,67.39,66.52,59.22,48.13,47.97,72.83,76.35,65.15
RH2M,2025,68.68,69.96,60.68,58.87,58.81,67.05,73.6,70.56,70.59,-999.0,-999.0,-999.0,-999.0
T2M,2000,-2.39,2.17,6.7,11.25,19.56,22.57,25.38,26.78,20.76,13.8,0.21,-8.71,11.53
T2M,2001,-3.05,-5.5,2.11,12.43,17.34,21.58,26.69,25.71,18.53,11.51,8.61,-0.24,11.4
T2M,2002,-1.41,-0.07,0.25,11.84,15.99,25.63,28.53,24.98,20.07,7.76,2.71,-0.31,11.38
T2M,2003,-4.09,-3.32,3.87,11.61,16.03,20.61,27.16,26.66,17.61,12.81,2.46,-1.27,10.94
T2M,2004,-5.58,-4.01,5.76,11.95,18.05,20.68,23.77,22.66,21.8,12.64,5.01,-1.03,11.01
T2M,2005,-5.61,0.38,4.44,12.52,16.68,24.09,27.12,25.0,21.9,12.58,5.43,-3.69,11.78
T2M,2006,1.9,-1.37,3.54,13.61,18.18,24.34,27.7,23.94,16.49,9.32,4.1,-0.18,11.87
T2M,2007,-4.89,-4.83,7.5,8.99,18.46,21.77,25.65,25.28,18.89,12.98,3.77,-4.75,10.83
T2M,2008,-5.66,-4.09,2.53,7.61,15.64,21.41,24.11,23.3,18.07,11.34,3.1,-5.96,9.32
T2M,2009,-5.09,-0.89,3.28,9.33,17.47,21.99,23.53,22.7,18.39,7.4,6.38,-7.08,9.83
T2M,2010,-8.46,-4.39,4.49,12.95,15.76,23.18,24.82,25.93,19.26,13.18,3.34,-4.13,10.57
T2M,2011,-6.78,-2.74,3.36,10.54,16.45,22.51,27.65,24.53,17.4,13.2,4.05,-1.27,10.82
T2M,2012,-0.77,-0.57,12.52,14.03,20.1,24.82,30.64,25.34,19.82,10.67,5.16,-1.54,13.4
T2M,2013,-3.58,-1.25,1.48,7.91,16.08,21.62,25.51,24.99,21.88,10.71,2.33,-5.47,10.24
T2M,2014,-5.58,-5.35,1.82,10.4,17.06,22.53,23.18,24.27,17.88,11.63,0.27,-1.6,9.8
T2M,2015,-3.34,-5.65,5.37,11.57,15.95,22.11,24.0,22.48,21.29,13.11,6.23,-0.82,11.12
T2M,2016,-4.34,0.58,7.34,11.68,16.26,24.37,25.42,23.89,20.75,13.68,7.25,-3.45,11.97
T2M,2017,-3.65,2.19,5.28,11.58,16.25,23.85,26.75,21.97,20.88,11.47,4.14,-2.41,11.56
T2M,2018,-5.32,-4.67,3.5,6.43,20.88,25.28,24.75,23.98,19.38,9.29,0.29,-3.4,10.12
T2M,2019,-4.42,-7.03,1.19,10.61,15.03,21.67,24.3,22.52,22.26,7.83,2.19,-1.14,9.67
T2M,2020,-3.78,-1.21,5.53,9.46,15.19,24.77,25.38,24.55,18.3,9.42,5.76,-0.91,11.07
T2M,2021,-1.82,-7.57,6.51,9.97,15.88,24.22,25.73,26.12,21.3,13.56,5.73,1.08,11.85
T2M,2022,-4.11,-2.52,4.09,10.09,17.52,24.28,26.81,26.89,21.77,12.85,3.05,-4.02,11.47
T2M,2023,-3.19,-0.7,2.26,11.43,19.61,25.17,24.98,25.89,22.23,12.87,5.71,1.14,12.35
T2M,2024,-6.98,3.77,5.83,12.37,17.77,24.25,25.14,24.9,22.61,15.67,5.65,-0.93,12.51
T2M,2025,-5.07,-4.36,7.53,12.23,17.64,24.11,25.86,23.62,20.41,-999.0,-999.0,-999.0,-999.0
WS2M,2000,3.42,3.93,3.57,4.14,3.51,3.71,2.41,2.92,3.57,3.3,3.59,3.78,3.48
WS2M,2001,3.45,3.88,2.97,4.4,4.17,3.39,2.87,2.77,2.77,3.57,3.65,3.66,3.46
WS2M,2002,3.91,4.34,4.26,4.5,3.85,3.97,3.11,2.88,3.11,3.17,2.91,3.02,3.58
WS2M,2003,3.6,3.52,3.96,4.19,3.16,2.82,2.91,2.45,3.29,3.26,3.48,3.8,3.37
WS2M,2004,3.61,3.77,4.13,3.75,4.25,2.84,2.42,2.61,3.77,3.41,3.18,3.59,3.44
WS2M,2005,3.36,3.29,3.71,4.1,3.69,3.68,3.29,2.36,3.53,3.31,3.92,3.64,3.49
WS2M,2006,3.91,3.84,4.42,4.21,3.92,3.1,2.92,2.72,3.22,3.43,3.18,3.33,3.51
WS2M,2007,4.14,3.98,4.21,4.2,3.88,3.26,2.7,2.62,3.62,3.43,3.4,3.11,3.54
WS2M,2008,3.9,3.79,3.64,4.48,3.81,2.81,2.65,2.36,3.17,3.55,3.85,4.1,3.51
WS2M,2009,3.98,3.94,4.31,4.11,3.52,2.63,2.52,3.09,2.46,3.58,3.16,3.92,3.43
WS2M,2010,3.12,3.31,3.95,4.07,3.68,2.87,2.61,2.77,3.33,3.18,3.64,3.41,3.33
WS2M,2011,3.65,4.15,3.59,4.62,3.87,3.53,2.32,2.15,2.48,3.46,3.67,3.35,3.4
WS2M,2012,4.06,3.83,4.0,4.21,3.95,3.6,2.82,2.9,2.73,3.48,3.29,3.34,3.52
WS2M,2013,3.47,4.18,4.04,3.99,3.82,3.36,2.77,2.75,3.49,3.67,3.76,3.63,3.57
WS2M,2014,4.83,3.85,4.48,4.64,3.33,3.26,2.73,2.34,2.7,3.07,4.21,3.35,3.56
WS2M,2015,3.8,3.76,3.38,3.82,3.62,2.72,2.33,2.67,3.37,3.03,3.84,3.6,3.32
WS2M,2016,3.47,4.13,4.08,4.64,3.22,2.93,2.65,2.47,3.32,3.24,3.34,3.74,3.43
WS2M,2017,3.44,3.68,4.33,4.07,3.49,3.31,2.33,2.32,3.12,3.92,3.31,3.86,3.43
WS2M,2018,3.81,3.86,4.36,4.03,2.97,3.44,2.19,2.64,3.04,2.99,3.27,3.42,3.33
WS2M,2019,3.76,3.92,3.89,4.04,3.52,2.76,2.77,2.38,3.32,3.62,3.62,3.29,3.4
WS2M,2020,3.64,3.85,3.76,3.83,3.42,3.85,2.53,2.88,3.08,3.47,3.68,3.34,3.44
WS2M,2021,3.32,3.24,4.26,4.02,3.45,2.62,2.41,2.82,2.81,3.3,3.44,3.74,3.29
WS2M,2022,4.12,4.4,4.51,5.13,3.75,3.13,2.68,2.59,2.99,3.12,4.12,4.32,3.73
WS2M,2023,3.48,3.98,4.08,4.66,3.01,2.47,2.06,2.46,2.91,3.59,3.23,3.12,3.25
WS2M,2024,3.34,3.77,4.3,4.71,3.4,3.3,2.19,2.53,2.86,3.42,3.28,3.3,3.36
WS2M,2025,3.9,3.94,4.53,4.11,3.26,3.08,2.33,2.25,2.38,-999.0,-999.0,-999.0,-999.0
