-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2000 through 12/31/2025 in LST
Location: Latitude  22.7169   Longitude 75.8577 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 402.35 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
IMERG_PRECTOT         MERRA-2 Total Precipitation (mm/day) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
WS2M                  MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2015,14.28,19.24,20.93,24.22,26.21,19.76,14.22,14.77,18.17,18.1,15.01,15.92,18.39
ALLSKY_SFC_SW_DWN,2016,16.15,18.69,22.33,25.47,25.7,21.6,12.81,13.64,17.04,18.06,17.62,16.39,18.77
ALLSKY_SFC_SW_DWN,2017,15.66,19.92,23.99,27.14,25.74,21.01,13.5,14.6,16.47,18.48,15.86,13.29,18.78
ALLSKY_SFC_SW_DWN,2018,16.46,18.18,22.02,25.34,26.52,20.25,12.43,12.07,16.52,19.36,16.27,15.11,18.37
ALLSKY_SFC_SW_DWN,2019,16.39,18.82,23.87,25.9,27.04,22.21,15.15,12.01,11.75,15.1,14.48,12.86,17.95
ALLSKY_SFC_SW_DWN,2020,14.94,19.03,21.84,25.2,26.84,18.53,18.37,12.45,16.22,18.07,16.3,13.69,18.45
ALLSKY_SFC_SW_DWN,2021,14.48,19.09,22.29,24.38,22.95,19.55,14.59,12.89,14.16,17.63,15.21,12.14,17.42
ALLSKY_SFC_SW_DWN,2022,15.18,19.89,21.73,25.42,25.28,21.16,12.55,14.41,15.51,17.78,16.81,14.43,18.32
ALLSKY_SFC_SW_DWN,2023,15.07,21.34,20.09,22.44,25.5,19.69,13.92,13.33,14.01,19.01,14.23,12.95,17.6
ALLSKY_SFC_SW_DWN,2024,14.01,18.58,22.73,22.49,24.53,19.69,12.29,13.16,14.17,16.91,15.76,13.75,17.33
ALLSKY_SFC_SW_DWN,2025,15.79,19.52,23.11,25.35,20.3,16.66,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2000,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2001,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2002,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2003,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2004,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2005,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2006,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2007,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2008,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2009,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2010,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2011,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2012,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2013,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2014,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2015,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2016,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2017,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2018,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2019,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2020,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2021,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2022,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2023,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2024,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
IMERG_PRECTOT,2025,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
RH2M,2000,23.57,23.87,16.17,18.29,45.42,57.1,79.93,82.84,71.89,39.83,22.19,16.29,41.54
RH2M,2001,25.17,16.31,22.94,18.32,36.35,68.86,81.68,81.7,61.45,58.77,31.21,22.07,43.95
RH2M,2002,26.0,27.84,21.48,20.38,32.13,60.1,69.03,83.42,79.95,53.33,33.73,27.78,44.69
RH2M,2003,27.79,37.31,16.33,21.26,25.96,60.33,84.59,87.66,88.18,73.25,69.65,57.08,54.19
RH2M,2004,46.61,21.93,13.02,24.92,34.19,54.43,76.37,88.88,82.04,69.81,53.06,37.1,50.31
RH2M,2005,32.41,29.44,24.68,15.93,26.42,50.33,80.43,85.16,84.03,64.57,44.82,30.54,47.53
RH2M,2006,26.23,17.74,34.21,21.32,35.06,56.65,82.13,89.46,86.6,71.45,63.39,54.59,53.49
RH2M,2007,32.73,33.72,21.46,18.17,33.66,61.2,83.59,87.06,84.31,62.46,51.41,41.31,51.03
RH2M,2008,29.02,17.89,18.47,20.28,34.44,65.21,77.83,84.05,82.49,58.66,41.02,29.77,46.69
RH2M,2009,37.69,22.58,20.53,15.77,32.1,49.13,80.58,82.61,80.78,60.15,66.89,65.19,51.38
RH2M,2010,48.25,31.67,21.72,20.27,26.99,54.94,78.94,86.05,83.55,74.69,76.27,59.45,55.39
RH2M,2011,35.35,29.5,18.81,20.17,33.6,56.78,80.63,88.29,87.98,70.64,56.72,38.45,51.55
RH2M,2012,35.82,20.76,14.38,22.29,32.99,54.91,77.86,86.74,85.56,67.5,53.83,35.96,49.15
RH2M,2013,26.14,37.94,21.05,25.46,28.52,74.46,88.63,90.34,84.81,77.51,66.54,58.04,56.71
RH2M,2014,55.05,42.45,33.97,19.53,26.18,42.26,73.19,85.14,84.58,69.58,55.16,38.24,52.21
RH2M,2015,56.47,36.67,41.54,33.95,26.66,62.27,80.18,87.02,79.44,57.79,41.71,22.66,52.3
RH2M,2016,30.16,23.86,22.24,21.82,33.84,53.31,83.93,88.43,85.46,73.44,51.59,41.9,50.95
RH2M,2017,35.13,23.75,19.19,20.29,27.79,66.03,80.51,85.4,83.49,65.71,51.44,42.65,50.27
RH2M,2018,26.46,25.04,19.08,18.85,25.82,56.51,83.06,85.67,80.79,56.11,39.51,30.72,45.77
RH2M,2019,24.86,27.19,21.17,19.9,27.96,48.48,82.99,89.95,92.26,83.02,80.33,75.55,56.33
RH2M,2020,65.16,41.44,33.67,21.78,24.68,69.51,81.21,87.24,85.65,73.74,66.17,57.47,59.05
RH2M,2021,45.08,25.13,21.04,20.67,36.73,64.89,76.42,85.18,88.78,77.64,73.11,67.68,57.07
RH2M,2022,59.98,35.27,21.12,16.71,32.48,57.96,86.47,88.94,86.86,77.63,68.71,65.67,58.34
RH2M,2023,51.99,22.57,31.29,28.47,36.63,54.41,84.01,84.12,85.45,73.19,65.62,65.19,57.18
RH2M,2024,50.21,33.13,23.04,26.49,26.64,57.32,82.73,87.74,89.98,81.36,68.46,65.26,57.8
RH2M,2025,56.88,30.27,18.44,18.74,55.49,66.0,83.32,85.57,88.33,-999.0,-999.0,-999.0,-999.0
T2M,2000,20.03,20.73,25.57,32.97,32.06,30.98,26.67,26.33,26.67,27.65,24.42,20.91,26.25
T2M,2001,19.81,23.17,27.52,31.81,33.96,28.74,26.27,26.39,28.91,26.3,23.49,21.26,26.48
T2M,2002,18.67,22.29,27.34,31.73,35.04,31.08,28.55,25.99,25.36,25.95,24.29,22.02,26.54
T2M,2003,20.63,22.84,27.18,32.42,34.03,30.78,26.75,25.64,25.08,22.92,22.06,19.12,25.79
T2M,2004,18.97,22.58,29.34,32.27,33.85,31.6,27.57,25.15,26.11,23.5,22.62,20.35,26.16
T2M,2005,19.27,22.4,27.63,30.95,34.11,32.41,26.95,25.84,26.19,24.46,22.18,19.79,26.02
T2M,2006,20.45,25.9,26.16,31.78,34.08,30.94,26.69,25.12,25.67,24.46,21.43,20.32,26.07
T2M,2007,20.65,23.26,27.12,32.94,33.62,30.92,26.69,25.89,25.92,23.03,22.45,20.88,26.12
T2M,2008,19.54,20.52,28.64,31.84,33.16,29.27,27.13,26.02,25.85,25.9,23.63,22.65,26.19
T2M,2009,22.19,24.24,27.91,32.29,34.21,32.64,27.29,26.51,26.44,24.87,20.9,19.84,26.61
T2M,2010,18.21,23.04,29.2,33.02,35.4,32.03,27.67,26.45,25.57,24.99,23.03,18.49,26.43
T2M,2011,18.05,22.91,27.54,31.98,34.06,31.28,26.96,25.9,25.09,23.98,22.36,20.51,25.89
T2M,2012,18.6,21.76,26.36,32.04,33.54,31.41,27.34,25.7,25.48,24.41,20.75,20.78,25.68
T2M,2013,19.11,22.85,26.83,31.24,34.55,28.52,26.02,25.09,25.71,24.05,20.0,18.59,25.22
T2M,2014,18.35,20.93,26.26,32.1,34.62,33.92,28.26,25.96,25.39,24.78,23.12,18.73,26.05
T2M,2015,17.28,22.69,25.26,30.68,35.15,30.38,26.87,25.66,25.53,26.44,25.02,20.79,25.99
T2M,2016,20.6,23.63,28.69,32.34,34.41,32.15,26.52,25.24,25.29,23.34,20.31,18.97,25.95
T2M,2017,19.73,23.72,27.49,31.81,34.99,30.22,26.62,25.81,25.76,24.85,21.31,19.76,26.01
T2M,2018,20.32,23.99,28.5,32.44,35.01,31.7,26.46,25.33,24.72,25.67,23.71,18.75,26.38
T2M,2019,18.08,21.64,26.6,32.75,34.0,33.33,27.14,25.32,25.31,23.65,21.44,17.25,25.55
T2M,2020,16.57,20.63,25.5,32.24,35.22,29.0,27.68,26.17,26.2,24.96,20.53,18.96,25.31
T2M,2021,20.68,23.02,28.76,31.87,33.14,29.86,28.0,25.83,25.86,24.01,19.98,17.74,25.74
T2M,2022,16.83,21.28,29.13,33.62,34.4,30.93,26.22,25.44,25.88,23.09,19.72,19.0,25.47
T2M,2023,17.58,22.86,26.49,30.22,32.36,31.2,27.34,25.71,25.82,23.8,21.26,19.14,25.32
T2M,2024,19.27,23.06,27.15,32.05,35.52,31.96,27.59,26.07,25.6,24.81,20.05,17.42,25.88
T2M,2025,18.45,23.69,28.23,32.99,30.65,29.68,26.42,26.17,25.26,-999.0,-999.0,-999.0,-999.0
WS2M,2000,1.96,2.16,2.55,3.44,3.88,4.12,3.7,3.11,2.18,1.58,1.62,1.64,2.66
WS2M,2001,1.82,2.08,2.48,2.83,4.48,4.46,3.74,2.77,1.85,1.53,1.74,1.49,2.61
WS2M,2002,2.04,2.19,2.16,2.93,5.02,3.99,4.74,3.4,2.5,1.62,1.47,1.72,2.82
WS2M,2003,2.06,2.22,2.36,2.91,4.43,4.73,3.32,3.1,2.59,1.6,1.12,1.56,2.67
WS2M,2004,1.98,1.96,2.24,3.42,4.11,4.36,3.28,3.79,1.64,1.32,1.35,1.77,2.6
WS2M,2005,2.09,2.2,2.44,2.51,3.74,3.99,4.06,3.1,2.28,1.63,1.3,1.66,2.59
WS2M,2006,2.0,1.6,1.94,3.0,3.84,3.69,4.24,3.76,1.79,1.22,1.36,1.57,2.51
WS2M,2007,1.87,2.03,2.32,2.65,3.84,3.72,3.58,2.66,1.61,1.46,1.38,1.82,2.42
WS2M,2008,2.1,2.22,1.9,2.82,4.79,4.2,3.53,2.99,1.81,1.44,1.93,1.71,2.62
WS2M,2009,2.07,1.99,2.21,2.72,4.51,4.3,3.92,2.92,2.19,1.66,1.74,1.39,2.64
WS2M,2010,1.73,2.02,2.41,3.01,4.36,3.69,3.11,2.33,2.22,1.43,1.69,1.64,2.47
WS2M,2011,1.99,1.91,2.42,2.3,4.47,4.5,3.26,2.67,2.18,1.36,1.58,1.58,2.52
WS2M,2012,2.16,2.39,2.28,3.1,4.2,4.66,4.11,3.21,1.99,1.45,1.97,1.97,2.79
WS2M,2013,2.42,2.41,2.28,2.86,4.75,3.52,3.8,3.32,2.03,1.73,1.61,1.62,2.7
WS2M,2014,2.14,2.06,2.35,2.76,3.79,5.39,4.04,2.9,2.34,1.29,1.39,2.12,2.72
WS2M,2015,1.86,1.85,1.96,3.17,4.31,3.78,4.52,2.88,2.06,1.41,1.5,1.91,2.61
WS2M,2016,1.61,2.16,2.02,3.11,4.17,3.91,3.58,3.32,2.29,1.55,1.4,1.7,2.57
WS2M,2017,1.88,1.91,2.29,3.35,3.87,3.47,4.23,2.88,1.68,1.31,1.37,1.93,2.52
WS2M,2018,1.52,1.66,2.12,2.7,4.12,4.27,3.79,3.64,2.3,1.22,1.37,1.87,2.55
WS2M,2019,2.0,2.28,2.24,2.74,4.06,4.04,3.72,3.54,2.21,1.53,1.37,1.93,2.64
WS2M,2020,1.94,1.95,2.13,2.45,3.66,3.08,2.44,3.28,1.6,1.43,1.66,1.73,2.28
WS2M,2021,1.86,1.76,1.9,2.45,4.07,4.23,3.8,3.06,2.4,1.29,1.76,1.63,2.52
WS2M,2022,1.79,1.79,2.22,3.28,4.52,3.81,3.33,2.83,2.17,1.74,1.43,1.77,2.56
WS2M,2023,2.15,1.92,1.93,2.48,3.4,4.6,3.34,3.64,2.72,1.49,1.57,1.67,2.58
WS2M,2024,1.74,2.05,2.16,2.54,3.35,3.24,3.52,2.89,2.5,1.43,1.3,1.74,2.37
WS2M,2025,1.79,1.91,2.2,3.27,2.88,4.1,3.94,2.72,2.34,-999.0,-999.0,-999.0,-999.0
